positions_part_number,service_call_category,total_cost_in_euros,total_service_count
2583,Breakdown,24.45672023,92.50521739
2584,Installation / Commissioning,24.35802432,2.434347826
2585,Breakdown,24.31913478,2.434347826
2586,Breakdown,24.27227691,2.434347826
2587,Retrofit,24.14695715,4.868695652
2588,Inspection / Maintenance,24.12473652,2.434347826
2589,Breakdown,24.02701304,4.868695652
2590,Breakdown,23.97991956,82.76782609
2591,Breakdown,23.92485015,2.434347826
2592,Inspection / Maintenance,23.77815532,7.303043478
2593,Breakdown,23.71054783,2.434347826
2594,Breakdown,23.65054964,2.434347826
2595,Installation / Commissioning,23.58883043,2.434347826
2596,Breakdown,23.58208702,4.868695652
2597,Breakdown,23.47615199,12.17173913
2598,Inspection / Maintenance,23.28279388,4.868695652
2599,Welding,23.19933478,2.434347826
2600,Breakdown,23.1749913,9.737391304
2601,Breakdown,23.11534562,4.868695652
2602,Accessories,23.0996696,2.434347826
2603,Breakdown,23.03920835,14.60608696
2604,Breakdown,22.97678668,4.868695652
2605,Installation / Commissioning,22.93155652,2.434347826
2606,Breakdown,22.90687862,2.434347826
2607,Breakdown,22.67252668,7.303043478
2608,Retrofit,22.42034348,2.434347826
2609,Retrofit,22.40906459,4.868695652
2610,Breakdown,22.34368064,4.868695652
2611,Breakdown,22.27741483,9.737391304
2612,Transport damages,21.93347391,2.434347826
2613,Retrofit,21.90913043,2.434347826
2614,Breakdown,21.86179645,2.434347826
2615,Breakdown,21.83475307,9.737391304
2616,Breakdown,21.81175652,2.434347826
2617,Breakdown,21.63863537,7.303043478
2618,Breakdown,21.62225707,51.12130435
2619,Breakdown,21.45158313,32549.66478
2620,Breakdown,21.44660435,2.434347826
2621,Breakdown,21.39344269,17.04043478
2622,Retrofit,21.25185652,2.434347826
2623,Breakdown,21.15639348,143.6265217
2624,Inspection / Maintenance,21.11635178,4.868695652
2625,Installation / Commissioning,21.04856574,2.434347826
2626,Breakdown,20.82428933,7.303043478
2627,Breakdown,20.81367391,2.434347826
2628,Inspection / Maintenance,20.81367391,4.868695652
2629,Breakdown,20.79952158,9.737391304
2630,Inspection / Maintenance,20.77390914,4.868695652
2631,Retrofit,20.64326957,2.434347826
2632,Accessories,20.53788631,2.434347826
2633,Retrofit,20.51750194,2.434347826
2634,Breakdown,20.39983478,2.434347826
2635,Inspection / Maintenance,20.31987264,2.434347826
2636,Breakdown,20.31947473,4.868695652
2637,Installation / Commissioning,20.30246087,4.868695652
2638,Retrofit,20.29694762,7.303043478
2639,Retrofit,20.25377391,2.434347826
2640,Breakdown,20.1564,7.303043478
2641,Accessories,20.1564,7.303043478
2642,Breakdown,19.94775243,202.0508696
2643,Inspection / Maintenance,19.79124783,7.303043478
2644,Retrofit,19.71821739,2.434347826
2645,Breakdown,19.70334464,12.17173913
2646,Installation / Commissioning,19.5965,2.434347826
2647,Installation / Commissioning,19.54781304,2.434347826
2648,Breakdown,19.52346957,2.434347826
2649,Breakdown,19.30031572,4.868695652
2650,Breakdown,19.19923964,4.868695652
2651,Breakdown,19.10963043,48.68695652
2652,Inspection / Maintenance,19.06094348,2.434347826
2653,Breakdown,19.04178258,38.94956522
2654,Breakdown,18.91655587,4.868695652
2655,Breakdown,18.85709491,19.47478261
2656,Breakdown,18.83983732,4.868695652
2657,Breakdown,18.59841739,2.434347826
2658,Breakdown,18.5512413,2.434347826
2659,Breakdown,18.30629565,2.434347826
2660,Installation / Commissioning,18.2576087,2.434347826
2661,Inspection / Maintenance,18.22818145,2.434347826
2662,Breakdown,18.21290355,9.737391304
2663,Breakdown,18.15850372,9.737391304
2664,Retrofit,18.06673474,14.60608696
2665,Breakdown,18.00367704,2.434347826
2666,Breakdown,17.99058953,7.303043478
2667,Installation / Commissioning,17.90329468,2.434347826
2668,Breakdown,17.86612192,2.434347826
2669,Breakdown,17.76678221,2.434347826
2670,Breakdown,17.66278075,4.868695652
2671,Breakdown,17.55164783,4.868695652
2672,Installation / Commissioning,17.48186931,26.77782609
2673,Breakdown,17.47861739,14.60608696
2674,Breakdown,17.44366134,9.737391304
2675,Inspection / Maintenance,17.40278951,2.434347826
2676,Retrofit,17.33833665,2.434347826
2677,Breakdown,17.31800414,4.868695652
2678,Inspection / Maintenance,17.05350919,9.737391304
2679,Breakdown,17.04043478,97.37391304
2680,Retrofit,17.03654606,2.434347826
2681,Breakdown,17.02389407,4.868695652
2682,Inspection / Maintenance,17.00163261,2.434347826
2683,Retrofit,16.87003043,2.434347826
2684,Breakdown,16.84345717,2.434347826
2685,Accessories,16.65093913,2.434347826
2686,Breakdown,16.5446015,31.64652174
2687,Breakdown,16.51838372,4.868695652
2688,Breakdown,16.45569432,2.434347826
2689,Breakdown,16.41689764,14.60608696
2690,Retrofit,16.40750435,2.434347826
2691,Accessories,16.40750435,2.434347826
2692,Inspection / Maintenance,16.31458162,2.434347826
2693,Installation / Commissioning,16.2371,4.868695652
2694,Breakdown,16.22647875,26.77782609
2695,Breakdown,16.13972609,85.20217391
2696,Breakdown,16.13972609,2.434347826
2697,Breakdown,16.06453268,7.303043478
2698,Retrofit,16.04235217,2.434347826
2699,Breakdown,15.8962913,17.04043478
2700,Breakdown,15.83298391,9.737391304
2701,Breakdown,15.77457391,4.868695652
2702,Breakdown,15.76959253,4.868695652
2703,Breakdown,15.73576537,58.42434783
2704,Breakdown,15.67570535,4.868695652
2705,Breakdown,15.65652409,2.434347826
2706,Accessories,15.60416957,2.434347826
2707,Installation / Commissioning,15.50679565,2.434347826
2708,Inspection / Maintenance,15.3363913,2.434347826
2709,Breakdown,15.3363913,2.434347826
2710,Breakdown,15.31713778,29.21217391
2711,Inspection / Maintenance,15.14996337,4.868695652
2712,Inspection / Maintenance,15.09639572,2.434347826
2713,Accessories,14.94689565,2.434347826
2714,Breakdown,14.8982087,9.737391304
2715,Breakdown,14.58174348,2.434347826
2716,Installation / Commissioning,14.58002615,2.434347826
2717,Inspection / Maintenance,14.46465904,2.434347826
2718,Installation / Commissioning,14.46002609,2.434347826
2719,Retrofit,14.43646568,26.77782609
2720,Breakdown,14.38085092,7.303043478
2721,Breakdown,14.2165913,2.434347826
2722,Breakdown,14.12434629,2.434347826
2723,Installation / Commissioning,14.11921739,2.434347826
2724,Breakdown,14.06081012,31.64652174
2725,Breakdown,14.04618696,2.434347826
2726,Inspection / Maintenance,14.00037545,2.434347826
2727,Breakdown,13.84630798,2.434347826
2728,Breakdown,13.77700548,2.434347826
2729,Retrofit,13.74879214,2.434347826
2730,Inspection / Maintenance,13.6822564,4.868695652
2731,Accessories,13.68103478,2.434347826
2732,Retrofit,13.6566913,2.434347826
2733,Inspection / Maintenance,13.6566913,2.434347826
2734,Breakdown,13.63116409,21.90913043
2735,Retrofit,13.53497391,4.868695652
2736,Breakdown,13.52967173,4.868695652
2737,Breakdown,13.51063043,2.434347826
2738,Installation / Commissioning,13.47900796,2.434347826
2739,Installation / Commissioning,13.4376,2.434347826
2740,Inspection / Maintenance,13.39437544,4.868695652
2741,Breakdown,13.27975855,31.64652174
2742,Accessories,13.26719565,2.434347826
2743,Inspection / Maintenance,13.14547826,2.434347826
2744,Breakdown,13.14547826,4.868695652
2745,Breakdown,13.11661665,55.99
2746,Breakdown,13.07244783,2.434347826
2747,Breakdown,13.06775873,19.47478261
2748,Retrofit,12.98543436,2.434347826
2749,Installation / Commissioning,12.90533576,2.434347826
2750,Installation / Commissioning,12.85335652,2.434347826
2751,Breakdown,12.836256,12.17173913
2752,Inspection / Maintenance,12.82901304,2.434347826
2753,Breakdown,12.73253094,9.737391304
2754,Inspection / Maintenance,12.71438208,2.434347826
2755,Breakdown,12.66516936,2.434347826
2756,Breakdown,12.60992174,17.04043478
2757,Breakdown,12.5734885,2.434347826
2758,Breakdown,12.5368913,2.434347826
2759,Inspection / Maintenance,12.49248647,17.04043478
2760,Inspection / Maintenance,12.4640885,24.34347826
2761,Breakdown,12.29345652,7.303043478
2762,Inspection / Maintenance,12.27498834,4.868695652
2763,Breakdown,12.25885874,2.434347826
2764,Installation / Commissioning,12.14230904,9.737391304
2765,Breakdown,12.13768878,17.04043478
2766,Breakdown,12.12707817,7.303043478
2767,Accessories,12.05837347,2.434347826
2768,Breakdown,12.03437256,7.303043478
2769,Breakdown,12.00133478,2.434347826
2770,Breakdown,11.95682817,2.434347826
2771,Retrofit,11.9225108,4.868695652
2772,Installation / Commissioning,11.83093043,2.434347826
2773,Inspection / Maintenance,11.83031864,2.434347826
2774,Breakdown,11.70541297,2.434347826
2775,Breakdown,11.70541297,2.434347826
2776,Breakdown,11.67134278,31.64652174
2777,Installation / Commissioning,11.56315217,4.868695652
2778,Breakdown,10.9789087,2.434347826
2779,Breakdown,10.8571913,4.868695652
2780,Installation / Commissioning,10.83284783,2.434347826
2781,Accessories,10.78416087,2.434347826
2782,Breakdown,10.76686002,4.868695652
2783,Retrofit,10.73547391,2.434347826
2784,Installation / Commissioning,10.68678696,2.434347826
2785,Installation / Commissioning,10.61375652,29.21217391
2786,Inspection / Maintenance,10.44204877,4.868695652
2787,Breakdown,10.42724457,4.868695652
2788,Breakdown,10.41474327,48.68695652
2789,Breakdown,10.32747914,26.77782609
2790,Breakdown,10.2972913,2.434347826
2791,Retrofit,10.28178871,2.434347826
2792,Breakdown,10.23363267,12.17173913
2793,Breakdown,10.16033791,60.85869565
2794,Installation / Commissioning,10.15123043,4.868695652
2795,Inspection / Maintenance,10.15123043,7.303043478
2796,Breakdown,10.12688696,4.868695652
2797,Breakdown,10.10254348,12.17173913
2798,Inspection / Maintenance,9.980826087,4.868695652
2799,Breakdown,9.896271946,2.434347826
2800,Breakdown,9.794376984,2.434347826
2801,Accessories,9.761734783,2.434347826
2802,Retrofit,9.761734783,2.434347826
2803,Breakdown,9.62936044,4.868695652
2804,Installation / Commissioning,9.591330435,2.434347826
2805,Breakdown,9.568015235,9.737391304
2806,Breakdown,9.543602821,17.04043478
2807,Breakdown,9.519836733,2.434347826
2808,Retrofit,9.5183,2.434347826
2809,Breakdown,9.480510952,14.60608696
2810,Breakdown,9.445269565,4.868695652
2811,Breakdown,9.347895652,2.434347826
2812,Installation / Commissioning,9.299208696,2.434347826
2813,Breakdown,9.236981276,19.47478261
2814,Inspection / Maintenance,9.201834783,2.434347826
2815,Breakdown,9.201834783,2.434347826
2816,Breakdown,9.163965807,9.737391304
2817,Breakdown,9.088499623,19.47478261
2818,Breakdown,9.080117391,9.737391304
2819,Breakdown,8.993940892,7.303043478
2820,Breakdown,8.982743478,17.04043478
2821,Breakdown,8.963324352,9.737391304
2822,Breakdown,8.911508911,34.08086957
2823,Breakdown,8.838597452,2.434347826
2824,Inspection / Maintenance,8.836682609,2.434347826
2825,Inspection / Maintenance,8.771614431,29.21217391
2826,Installation / Commissioning,8.763652174,2.434347826
2827,Breakdown,8.741807546,4.868695652
2828,Breakdown,8.736024519,17.04043478
2829,Breakdown,8.725767741,2.434347826
2830,Inspection / Maintenance,8.629058597,2.434347826
2831,Breakdown,8.495873913,2.434347826
2832,Breakdown,8.476996339,2.434347826
2833,Retrofit,8.434014111,2.434347826
2834,Retrofit,8.434014111,2.434347826
2835,Breakdown,8.349813043,2.434347826
2836,Installation / Commissioning,8.276782609,2.434347826
2837,Installation / Commissioning,8.203752174,9.737391304
2838,Installation / Commissioning,8.130721739,2.434347826
2839,Breakdown,8.096410875,34.08086957
2840,Inspection / Maintenance,8.088336165,21.90913043
2841,Retrofit,8.057691304,4.868695652
2842,Breakdown,8.010756876,2.434347826
2843,Accessories,7.96685685,2.434347826
2844,Breakdown,7.965668078,29.21217391
2845,Breakdown,7.911630435,2.434347826
2846,Inspection / Maintenance,7.884516776,14.60608696
2847,Retrofit,7.878408087,29.21217391
2848,Breakdown,7.878300157,38.94956522
2849,Breakdown,7.823735772,38.94956522
2850,Inspection / Maintenance,7.779846528,2.434347826
2851,Breakdown,7.69253913,29.21217391
2852,Retrofit,7.69253913,2.434347826
2853,Breakdown,7.690579661,4.868695652
2854,Breakdown,7.668195652,4.868695652
2855,Accessories,7.648497905,4.868695652
2856,Breakdown,7.546478261,2.434347826
2857,Inspection / Maintenance,7.546478261,2.434347826
2858,Installation / Commissioning,7.534887596,2.434347826
2859,Retrofit,7.522134783,2.434347826
2860,Installation / Commissioning,7.473447826,2.434347826
2861,Breakdown,7.443543338,12.17173913
2862,Breakdown,7.42476087,9.737391304
2863,Retrofit,7.42476087,2.434347826
2864,Breakdown,7.403253942,4.868695652
2865,Breakdown,7.303043478,4.868695652
2866,Installation / Commissioning,7.303043478,12.17173913
2867,Breakdown,7.212349978,2.434347826
2868,Breakdown,7.212349978,2.434347826
2869,Breakdown,7.207426305,2.434347826
2870,Retrofit,7.17571362,2.434347826
2871,Transport damages,6.986578261,4.868695652
2872,Breakdown,6.986578261,2.434347826
2873,Accessories,6.816173913,2.434347826
2874,Breakdown,6.800299947,31.64652174
2875,Breakdown,6.728040582,2.434347826
2876,Retrofit,6.694456522,2.434347826
2877,Breakdown,6.673739087,2.434347826
2878,Breakdown,6.672721676,4.868695652
2879,Breakdown,6.645769565,9.737391304
2880,Breakdown,6.499708696,2.434347826
2881,Breakdown,6.484784517,31.64652174
2882,Inspection / Maintenance,6.475365217,2.434347826
2883,Breakdown,6.358825813,2.434347826
2884,Breakdown,6.30496087,2.434347826
2885,Installation / Commissioning,6.231930435,2.434347826
2886,Breakdown,6.207666825,12.17173913
2887,Transport damages,6.207586957,2.434347826
2888,Inspection / Maintenance,6.198127059,7.303043478
2889,Retrofit,6.183243478,2.434347826
2890,Breakdown,6.18155639,4.868695652
2891,Breakdown,6.1589,2.434347826
2892,Breakdown,6.061526087,2.434347826
2893,Breakdown,6.000545467,21.90913043
2894,Breakdown,5.988495652,2.434347826
2895,Breakdown,5.980317366,2.434347826
2896,Breakdown,5.965000223,2.434347826
2897,Breakdown,5.913430955,12.17173913
2898,Inspection / Maintenance,5.870683473,4.868695652
2899,Breakdown,5.858863553,7.303043478
2900,Inspection / Maintenance,5.809218245,2.434347826
2901,Retrofit,5.793747826,2.434347826
2902,Inspection / Maintenance,5.793747826,2.434347826
2903,Retrofit,5.785398264,36.51521739
2904,Inspection / Maintenance,5.764446329,4.868695652
2905,Breakdown,5.708845588,2.434347826
2906,Breakdown,5.668226966,9.737391304
2907,Breakdown,5.647686957,2.434347826
2908,Instruction,5.646102817,19.47478261
2909,Breakdown,5.560662225,7.303043478
2910,Breakdown,5.525019778,4.868695652
2911,Accessories,5.524980609,4.868695652
2912,Inspection / Maintenance,5.501626087,4.868695652
2913,Breakdown,5.452041759,17.04043478
2914,Breakdown,5.44298628,51.12130435
2915,Accessories,5.434472392,138.7578261
2916,Retrofit,5.355565217,4.868695652
2917,Inspection / Maintenance,5.32901586,2.434347826
2918,Installation / Commissioning,5.275402825,4987.978696
2919,Breakdown,5.18516087,4.868695652
2920,Breakdown,5.160817391,2.434347826
2921,Inspection / Maintenance,5.13699742,7.303043478
2922,Breakdown,5.083198077,2.434347826
2923,Breakdown,4.993568097,2.434347826
2924,Breakdown,4.993568097,2.434347826
2925,Installation / Commissioning,4.990413043,2.434347826
2926,Inspection / Maintenance,4.966220115,2.434347826
2927,Breakdown,4.948135973,2.434347826
2928,Retrofit,4.919841565,2.434347826
2929,Retrofit,4.919841565,2.434347826
2930,Retrofit,4.894065741,4.868695652
2931,Inspection / Maintenance,4.885252779,14.60608696
2932,Retrofit,4.868695652,4.868695652
2933,Breakdown,4.868695652,7.303043478
2934,Inspection / Maintenance,4.868695652,4.868695652
2935,Accessories,4.852822098,2.434347826
2936,Breakdown,4.696482791,7.303043478
2937,Inspection / Maintenance,4.669028946,4.868695652
2938,Retrofit,4.62526087,2.434347826
2939,Breakdown,4.623033716,36.51521739
2940,Retrofit,4.596764411,2.434347826
2941,Inspection / Maintenance,4.499335435,2.434347826
2942,Inspection / Maintenance,4.381826087,2.434347826
2943,Breakdown,4.367705725,4.868695652
2944,Inspection / Maintenance,4.35397688,2.434347826
2945,Breakdown,4.308795652,7.303043478
2946,Installation / Commissioning,4.302932053,2.434347826
2947,Breakdown,4.284452174,2.434347826
2948,Breakdown,4.284452174,2.434347826
2949,Inspection / Maintenance,4.187078261,9.737391304
2950,Breakdown,4.175266335,2.434347826
2951,Accessories,4.164169558,7.303043478
2952,Breakdown,4.142081496,21.90913043
2953,Breakdown,4.071586213,14.60608696
2954,Breakdown,4.041017391,4.868695652
2955,Inspection / Maintenance,3.91701525,9.737391304
2956,Breakdown,3.864814687,2.434347826
2957,Breakdown,3.828980472,14.60608696
2958,Breakdown,3.802677085,29.21217391
2959,Breakdown,3.797582609,4.868695652
2960,Inspection / Maintenance,3.780219465,17.04043478
2961,Installation / Commissioning,3.757586264,2.434347826
2962,Breakdown,3.711074765,4.868695652
2963,Breakdown,3.707585198,4.868695652
2964,Inspection / Maintenance,3.696345366,2.434347826
2965,Inspection / Maintenance,3.651521739,4.868695652
2966,Accessories,3.651521739,2.434347826
2967,Breakdown,3.588007148,2.434347826
2968,Retrofit,3.572675613,29.21217391
2969,Installation / Commissioning,3.565793208,2.434347826
2970,Breakdown,3.542581972,2.434347826
2971,Breakdown,3.534357335,4.868695652
2972,Inspection / Maintenance,3.530666825,2.434347826
2973,Breakdown,3.528327848,4.868695652
2974,Breakdown,3.50546087,9.737391304
2975,Installation / Commissioning,3.50546087,2.434347826
2976,Breakdown,3.500581073,7.303043478
2977,Breakdown,3.447467097,24.34347826
2978,Instruction,3.403441819,2.434347826
2979,Installation / Commissioning,3.386393806,4.868695652
2980,Breakdown,3.3594,2.434347826
2981,Breakdown,3.3594,2.434347826
2982,Breakdown,3.359054303,2.434347826
2983,Breakdown,3.334039288,2.434347826
2984,Breakdown,3.225721901,4.868695652
2985,Breakdown,3.21630836,38.94956522
2986,Breakdown,3.21333913,2.434347826
2987,Instruction,3.102687189,7.303043478
2988,Breakdown,3.091621739,2.434347826
2989,Breakdown,3.091621739,2.434347826
2990,Installation / Commissioning,3.067278261,2.434347826
2991,Inspection / Maintenance,3.014067376,4.868695652
2992,Retrofit,3.012099797,7.303043478
2993,Breakdown,2.994247826,2.434347826
2994,Installation / Commissioning,2.94556087,2.434347826
2995,Inspection / Maintenance,2.921217391,2.434347826
2996,Inspection / Maintenance,2.896873913,2.434347826
2997,Breakdown,2.896873913,2.434347826
2998,Breakdown,2.872530435,2.434347826
2999,Installation / Commissioning,2.848186957,2.434347826
3000,Breakdown,2.848186957,2.434347826
3001,Breakdown,2.848186957,2.434347826
3002,Inspection / Maintenance,2.846481026,14.60608696
3003,Breakdown,2.800923631,9.737391304
3004,Inspection / Maintenance,2.785756115,2.434347826
3005,Instruction,2.78420149,2.434347826
3006,Breakdown,2.775156522,12.17173913
3007,Breakdown,2.775156522,7.303043478
3008,Inspection / Maintenance,2.737879431,9.737391304
3009,Inspection / Maintenance,2.705298244,4.868695652
3010,Breakdown,2.703579212,2.434347826
3011,Breakdown,2.702757778,7.303043478
3012,Breakdown,2.677782609,2.434347826
3013,Breakdown,2.618295829,2.434347826
3014,Inspection / Maintenance,2.604752174,2.434347826
3015,Breakdown,2.598973042,34.08086957
3016,Breakdown,2.580408696,4.868695652
3017,Inspection / Maintenance,2.525587044,2.434347826
3018,Breakdown,2.522535869,53.55565217
3019,Breakdown,2.504825898,7.303043478
3020,Accessories,2.450391544,2.434347826
3021,Inspection / Maintenance,2.434347826,2.434347826
3022,Inspection / Maintenance,2.434347826,2.434347826
3023,Inspection / Maintenance,2.434347826,2.434347826
3024,Breakdown,2.434347826,2.434347826
3025,Breakdown,2.434347826,2.434347826
3026,Inspection / Maintenance,2.434347826,2.434347826
3027,Inspection / Maintenance,2.434347826,2.434347826
3028,Breakdown,2.434347826,2.434347826
3029,Breakdown,2.434347826,2.434347826
3030,Breakdown,2.434347826,2.434347826
3031,Breakdown,2.434347826,2.434347826
3032,Inspection / Maintenance,2.434347826,2.434347826
3033,Installation / Commissioning,2.434347826,2.434347826
3034,Breakdown,2.434347826,4.868695652
3035,Breakdown,2.434347826,2.434347826
3036,Accessories,2.434347826,2.434347826
3037,Breakdown,2.434347826,2.434347826
3038,Breakdown,2.434347826,2.434347826
3039,Welding,2.434347826,2.434347826
3040,Transport damages,2.434347826,2.434347826
3041,Accessories,2.434347826,4.868695652
3042,Accessories,2.434347826,2.434347826
3043,Instruction,2.434347826,2.434347826
3044,Inspection / Maintenance,2.434347826,2.434347826
3045,Instruction,2.434347826,2.434347826
3046,Inspection / Maintenance,2.434347826,2.434347826
3047,Retrofit,2.434347826,2.434347826
3048,Retrofit,2.434347826,2.434347826
3049,Accessories,2.434347826,2.434347826
3050,Accessories,2.434347826,2.434347826
3051,Inspection / Maintenance,2.434347826,4.868695652
3052,Welding,2.434347826,4.868695652
3053,Accessories,2.434347826,2.434347826
3054,Installation / Commissioning,2.434347826,2.434347826
3055,Retrofit,2.434347826,2.434347826
3056,Transport damages,2.434347826,4.868695652
3057,Accessories,2.434347826,7.303043478
3058,Inspection / Maintenance,2.434347826,4.868695652
3059,Retrofit,2.434347826,2.434347826
3060,Breakdown,2.434347826,7.303043478
3061,Accessories,2.434347826,2.434347826
3062,Inspection / Maintenance,2.434347826,2.434347826
3063,Welding,2.434347826,9.737391304
3064,Breakdown,2.434347826,2.434347826
3065,Breakdown,2.434347826,2.434347826
3066,Breakdown,2.434347826,2.434347826
3067,Breakdown,2.38566087,12.17173913
3068,Breakdown,2.38566087,4.868695652
3069,Retrofit,2.336973913,4.868695652
3070,Inspection / Maintenance,2.336973913,2.434347826
3071,Breakdown,2.315880455,7.303043478
3072,Breakdown,2.291639716,2.434347826
3073,Breakdown,2.291639716,2.434347826
3074,Breakdown,2.288286957,2.434347826
3075,Accessories,2.268793636,14.60608696
3076,Breakdown,2.263943478,2.434347826
3077,Breakdown,2.24536186,26.77782609
3078,Accessories,2.215256522,7.303043478
3079,Breakdown,2.215256522,4.868695652
3080,Inspection / Maintenance,2.135106603,7.303043478
3081,Breakdown,2.117882609,9.737391304
3082,Instruction,2.107164482,2.434347826
3083,Retrofit,2.081822147,2.434347826
3084,Inspection / Maintenance,2.041783128,2.434347826
3085,Breakdown,2.018018102,24.34347826
3086,Breakdown,1.996165217,2.434347826
3087,Breakdown,1.995117574,17.04043478
3088,Accessories,1.975188839,4.868695652
3089,Breakdown,1.973610656,2.434347826
3090,Breakdown,1.947478261,2.434347826
3091,Breakdown,1.947478261,7.303043478
3092,Inspection / Maintenance,1.945025215,2.434347826
3093,Inspection / Maintenance,1.91567478,4.868695652
3094,Installation / Commissioning,1.915604118,2.434347826
3095,Breakdown,1.887871618,9.737391304
3096,Breakdown,1.850104348,12.17173913
3097,Breakdown,1.850104348,7.303043478
3098,Breakdown,1.736565474,9.737391304
3099,Installation / Commissioning,1.710708847,2.434347826
3100,Breakdown,1.704043478,2.434347826
3101,Breakdown,1.689629943,2.434347826
3102,Installation / Commissioning,1.6797,2.434347826
3103,Accessories,1.655356522,7.303043478
3104,Instruction,1.650326655,2.434347826
3105,Installation / Commissioning,1.632879414,2.434347826
3106,Retrofit,1.631013043,2.434347826
3107,Breakdown,1.563488013,4.868695652
3108,Accessories,1.554413414,4.868695652
3109,Installation / Commissioning,1.552100927,2.434347826
3110,Breakdown,1.497099871,7.303043478
3111,Breakdown,1.463157448,4.868695652
3112,Inspection / Maintenance,1.401126052,2.434347826
3113,Breakdown,1.389368802,2.434347826
3114,Breakdown,1.360585543,7.303043478
3115,Inspection / Maintenance,1.338891304,7.303043478
3116,Breakdown,1.319800757,2.434347826
3117,Breakdown,1.314547826,7.303043478
3118,Breakdown,1.262488061,2.434347826
3119,Inspection / Maintenance,1.255311638,2.434347826
3120,Breakdown,1.233494506,2.434347826
3121,Breakdown,1.217173913,4.868695652
3122,Inspection / Maintenance,1.199611479,2.434347826
3123,Breakdown,1.168486957,12.17173913
3124,Breakdown,1.165169425,4.868695652
3125,Inspection / Maintenance,1.163927547,2.434347826
3126,Inspection / Maintenance,1.145675693,4.868695652
3127,Inspection / Maintenance,1.129143507,2.434347826
3128,Inspection / Maintenance,1.123846714,7.303043478
3129,Retrofit,1.120838824,2.434347826
3130,Inspection / Maintenance,1.090031585,2.434347826
3131,Breakdown,1.071113043,7.303043478
3132,Retrofit,1.071113043,2.434347826
3133,Installation / Commissioning,1.009731087,2.434347826
3134,Installation / Commissioning,1.009731087,2.434347826
3135,Breakdown,0.979006222,4.868695652
3136,Breakdown,0.977980052,7.303043478
3137,Retrofit,0.949395652,2.434347826
3138,Breakdown,0.937904953,4.868695652
3139,Breakdown,0.925052174,2.434347826
3140,Accessories,0.920362812,2.434347826
3141,Retrofit,0.900708696,2.434347826
3142,Breakdown,0.876365217,4.868695652
3143,Breakdown,0.876365217,2.434347826
3144,Installation / Commissioning,0.859713896,2.434347826
3145,Breakdown,0.852021739,7.303043478
3146,Breakdown,0.852021739,2.434347826
3147,Breakdown,0.827678261,4.868695652
3148,Breakdown,0.824497542,9.737391304
3149,Inspection / Maintenance,0.810272024,2.434347826
3150,Breakdown,0.787747863,2.434347826
3151,Breakdown,0.785805063,2.434347826
3152,Retrofit,0.756575671,2.434347826
3153,Breakdown,0.754647826,7.303043478
3154,Inspection / Maintenance,0.752516479,2.434347826
3155,Inspection / Maintenance,0.733660491,2.434347826
3156,Breakdown,0.72604642,2.434347826
3157,Accessories,0.680877917,4.868695652
3158,Breakdown,0.657273913,2.434347826
3159,Installation / Commissioning,0.651997788,2.434347826
3160,Installation / Commissioning,0.610704856,2.434347826
3161,Breakdown,0.608586957,4.868695652
3162,Retrofit,0.584243478,4.868695652
3163,Breakdown,0.584243478,14.60608696
3164,Retrofit,0.583346107,4.868695652
3165,Instruction,0.58005928,2.434347826
3166,Instruction,0.58005928,2.434347826
3167,Welding,0.57842833,2.434347826
3168,Welding,0.57842833,7.303043478
3169,Retrofit,0.577751971,2.434347826
3170,Inspection / Maintenance,0.57726848,2.434347826
3171,Breakdown,0.577047948,12.17173913
3172,Accessories,0.575110355,17.04043478
3173,Breakdown,0.574063372,2.434347826
3174,Inspection / Maintenance,0.573092395,2.434347826
3175,Inspection / Maintenance,0.571261566,2.434347826
3176,Breakdown,0.569098249,4.868695652
3177,Retrofit,0.569072523,2.434347826
3178,Accessories,0.564437203,4.868695652
3179,Breakdown,0.564298097,2.434347826
3180,Inspection / Maintenance,0.562132475,2.434347826
3181,Breakdown,0.553713667,2.434347826
3182,Breakdown,0.553534984,2.434347826
3183,Installation / Commissioning,0.530830058,2.434347826
3184,Breakdown,0.486869565,2.434347826
3185,Installation / Commissioning,0.467361245,2.434347826
3186,Breakdown,0.462526087,2.434347826
3187,Breakdown,0.462526087,2.434347826
3188,Breakdown,0.462526087,2.434347826
3189,Breakdown,0.452604231,2.434347826
3190,Breakdown,0.438182609,4.868695652
3191,Breakdown,0.438182609,2.434347826
3192,Breakdown,0.425829189,2.434347826
3193,Inspection / Maintenance,0.41383913,2.434347826
3194,Breakdown,0.41383913,2.434347826
3195,Breakdown,0.41383913,9.737391304
3196,Retrofit,0.409732215,2.434347826
3197,Installation / Commissioning,0.345835497,2.434347826
3198,Accessories,0.340808696,2.434347826
3199,Inspection / Maintenance,0.340808696,2.434347826
3200,Breakdown,0.325865897,2.434347826
3201,Breakdown,0.316465217,2.434347826
3202,Breakdown,0.267778261,2.434347826
3203,Breakdown,0.267778261,2.434347826
3204,Accessories,0.267778261,2.434347826
3205,Retrofit,0.267778261,2.434347826
3206,Retrofit,0.261895693,2.434347826
3207,Breakdown,0.243434783,2.434347826
3208,Accessories,0.243434783,2.434347826
3209,Breakdown,0.232730181,4.868695652
3210,Breakdown,0.228030529,2.434347826
3211,Breakdown,0.226352611,2.434347826
3212,Breakdown,0.219091304,2.434347826
3213,Breakdown,0.219091304,9.737391304
3214,Breakdown,0.170404348,2.434347826
