serial_number,model,energy_type,machine_size,machine_type,unknow_feature,average_time_between_service,avg_serv_costs,days_to_first_serv,installation_year,Accessories,Breakdown,Inspection / Maintenance,Instruction,Retrofit,Transport damages,Welding
1242,E11SI,Electric,101,Single,I,20,184.875,20,2017,0,1,0,0,0,0,0
1243,E11SI,Electric,101,Single,I,20,203.77,20,2017,0,1,0,0,0,0,0
1244,E11SI,Electric,101,Single,I,30,231.25,30,2017,0,1,0,0,0,0,0
1245,E11SI,Electric,101,Single,I,51,178.25,51,2017,1,0,0,0,0,0,0
1246,E11SI,Electric,101,Single,I,21,348.2,21,2017,1,0,0,0,0,0,0
1247,E11SI,Electric,101,Single,I,20,207.49,20,2018,0,1,0,0,0,0,0
1248,E11SI,Electric,101,Single,I,96,226.8632733,96,2018,0,1,0,0,0,0,0
1249,E11SI,Electric,101,Single,I,11,141.1940348,11,2018,0,0,0,0,1,0,0
1250,E12SH,Electric,102,Single,H,938,513.5556337,938,2015,0,1,0,0,0,0,0
1251,E12SH,Electric,102,Single,H,532,275.4221644,1046,2015,0,1,0,0,0,0,0
1252,E12SH,Electric,102,Single,H,795,331.4877848,795,2016,0,1,0,0,0,0,0
1253,E12SH,Electric,102,Single,H,388,260.640629,755,2016,0,1,0,0,1,0,0
1254,E12SH,Electric,102,Single,H,759,460.5063981,759,2016,0,1,0,0,0,0,0
1255,E12SH,Electric,102,Single,H,754,695.9554271,754,2016,0,1,0,0,0,0,0
1256,E12SH,Electric,102,Single,H,440,373.7884696,440,2016,0,1,0,0,0,0,0
1257,E12SH,Electric,102,Single,H,582,69.31,582,2016,0,0,1,0,0,0,0
1258,E12SH,Electric,102,Single,H,14,432.829872,14,2016,0,1,0,0,0,0,0
1259,E12SH,Electric,102,Single,H,425,696.0452251,425,2017,0,1,0,0,0,0,0
1260,E12SH,Electric,102,Single,H,97,465.6307626,97,2017,0,1,0,0,0,0,0
1261,E12SH,Electric,102,Single,H,288,463.7397671,288,2016,0,1,0,0,0,0,0
1262,E12SI,Electric,102,Single,I,132,660.4484436,132,2017,0,1,0,0,0,0,0
1263,E12SI,Electric,102,Single,I,282,489.7930982,282,2017,0,1,0,0,0,0,0
1264,E12SI,Electric,102,Single,I,133,490.9361249,133,2017,0,1,0,0,0,0,0
1265,E12SI,Electric,102,Single,I,33,560.3962041,33,2017,0,1,0,0,0,0,0
1266,E12SI,Electric,102,Single,I,43,585.4638048,43,2017,0,1,0,0,0,0,0
1267,E12SI,Electric,102,Single,I,123,809.2798746,123,2017,0,1,0,0,0,0,0
1268,E12SI,Electric,102,Single,I,33,499.4385455,33,2018,0,1,0,0,0,0,0
1269,E12SI,Electric,102,Single,I,77,429.5317324,77,2018,0,1,0,0,0,0,0
1270,E12SI,Electric,102,Single,I,197,135.995,197,2017,0,1,0,0,0,0,0
1271,E21SH,Electric,201,Single,H,795,483.23,795,2014,0,1,0,0,0,0,0
1272,E21SH,Electric,201,Single,H,393,228.17,393,2016,0,0,0,0,1,0,0
1273,E21SI,Electric,201,Single,I,90,63.50842077,90,2016,0,1,0,0,0,0,0
1274,E21SI,Electric,201,Single,I,52,121.965,52,2017,0,1,0,0,1,0,0
1275,E21SI,Electric,201,Single,I,257,38.68041418,18,2016,0,1,1,0,1,0,0
1276,E21SI,Electric,201,Single,I,152,366.8,152,2018,0,1,0,0,0,0,0
1277,E61MH,Electric,61,Mult,H,133,168.3,133,2015,0,1,0,0,0,0,0
1278,E61MH,Electric,61,Mult,H,63,50.94123935,63,2016,0,1,0,0,0,0,0
1279,E61MH,Electric,61,Mult,H,3,708.3450037,3,2017,0,1,0,0,0,0,0
1280,E61MH,Electric,61,Mult,H,0,56.21115368,0,2015,0,1,0,0,0,0,0
1281,E61MH,Electric,61,Mult,H,280,34.1161741,280,2015,0,1,1,0,0,0,0
1282,E61MH,Electric,61,Mult,H,472,190.1233333,148,2015,0,1,1,0,0,0,0
1283,E61MH,Electric,61,Mult,H,858,27.21579287,858,2015,0,1,0,0,1,0,0
1284,E61MH,Electric,61,Mult,H,763,34.40060039,763,2016,0,1,0,0,1,0,0
1285,E61MH,Electric,61,Mult,H,188,210,188,2016,0,1,0,0,0,0,0
1286,E61MH,Electric,61,Mult,H,200,39.27973739,200,2015,0,1,0,0,0,0,0
1287,E61MH,Electric,61,Mult,H,0,26.85392045,0,2015,0,0,0,0,1,0,0
1288,E61MH,Electric,61,Mult,H,130,104.0354828,130,2016,0,0,0,0,1,0,0
1289,E61MH,Electric,61,Mult,H,293,41.85748703,293,2016,0,0,0,0,1,0,0
1290,E61MH,Electric,61,Mult,H,378,139.3,378,2017,0,1,0,0,0,0,0
1291,E61MH,Electric,61,Mult,H,117,31.62147662,117,2016,0,1,1,0,0,0,0
1292,E61MH,Electric,61,Mult,H,329,36.67013895,0,2016,0,1,1,0,1,0,0
1293,E61MH,Electric,61,Mult,H,44,162,44,2016,0,1,0,0,0,0,0
1294,E61MH,Electric,61,Mult,H,230,49.67890219,0,2016,0,0,1,0,1,0,0
1295,E61MH,Electric,61,Mult,H,554,42.46191121,554,2017,0,1,0,0,1,0,0
1296,E61SH,Electric,61,Single,H,158,71.88807529,5,2017,0,1,1,0,0,0,0
1297,E61SH,Electric,61,Single,H,314,256.51,314,2014,0,1,0,0,0,0,0
1298,E61SH,Electric,61,Single,H,804,63.655,804,2013,0,1,0,0,0,0,0
1299,E61SH,Electric,61,Single,H,309,96.69928617,309,2016,0,1,0,0,0,0,0
1300,E61SH,Electric,61,Single,H,745,92.62054802,745,2016,0,1,0,0,0,0,0
1301,E61SH,Electric,61,Single,H,51,17.58196548,51,2015,0,0,1,0,0,0,0
1302,E61SH,Electric,61,Single,H,553,192.75,553,2014,0,1,0,0,0,0,0
1303,E61SH,Electric,61,Single,H,86,76.5,86,2015,0,1,0,0,0,0,0
1304,E61SH,Electric,61,Single,H,45,166.6166667,59,2015,0,1,0,0,0,0,0
1305,E61SH,Electric,61,Single,H,411,104,0,2018,0,0,1,0,0,0,0
1306,E61SH,Electric,61,Single,H,243,89.94,477,2014,0,1,0,0,0,0,0
1307,E61SH,Electric,61,Single,H,480,286.825,480,2014,0,0,1,0,0,0,0
1308,E61SH,Electric,61,Single,H,449,604.69,327,2017,0,1,0,0,0,0,0
1309,E61SH,Electric,61,Single,H,281,278.3233333,195,2015,0,0,1,0,0,0,0
1310,E61SH,Electric,61,Single,H,434,82,434,2016,0,1,0,0,0,0,0
1311,E61SH,Electric,61,Single,H,99,36.0718056,99,2015,0,1,1,0,0,0,0
1312,E61SH,Electric,61,Single,H,514,169.425,514,2014,0,1,0,0,0,0,0
1313,E61SH,Electric,61,Single,H,251,80.575,251,2014,0,1,0,0,0,0,0
1314,E61SH,Electric,61,Single,H,515,65.39492922,515,2015,0,0,1,0,0,0,0
1315,E61SH,Electric,61,Single,H,34,753.595,34,2017,0,0,0,0,0,1,0
1316,E61SH,Electric,61,Single,H,176,351.7033333,236,2018,0,1,1,0,0,0,0
1317,E61SH,Electric,61,Single,H,236,333.6,236,2018,0,0,1,0,0,0,0
1318,E61SH,Electric,61,Single,H,524,91.51,524,2014,0,1,0,0,0,0,0
1319,E61SH,Electric,61,Single,H,351,313.28,351,2014,0,1,0,0,0,0,0
1320,E61SH,Electric,61,Single,H,43,155.015,63,2015,0,1,0,0,0,0,0
1321,E61SH,Electric,61,Single,H,44,141.65,44,2015,0,1,0,0,0,0,0
1322,E61SH,Electric,61,Single,H,232,37.375,232,2017,0,1,0,0,0,0,0
1323,E61SH,Electric,61,Single,H,330,37.79769616,330,2015,0,1,0,0,0,0,0
1324,E61SH,Electric,61,Single,H,360,164.285,360,2015,0,1,0,0,0,0,0
1325,E61SH,Electric,61,Single,H,48,347.43,48,2015,0,1,0,0,0,0,0
1326,E61SH,Electric,61,Single,H,384,1963.8,384,2017,0,0,1,0,0,0,0
1327,E61SH,Electric,61,Single,H,67,185.5,67,2017,0,1,0,0,0,0,0
1328,E61SH,Electric,61,Single,H,427,377.24,427,2015,0,1,0,0,0,0,0
1329,E61SH,Electric,61,Single,H,35,167.745,35,2016,0,1,0,0,0,0,0
1330,E61SH,Electric,61,Single,H,0,80.50005705,0,2015,0,1,0,0,0,0,0
1331,E61SH,Electric,61,Single,H,50,55.86173479,50,2015,0,1,0,0,0,0,0
1332,E61SH,Electric,61,Single,H,481,83.25317916,481,2015,0,1,0,0,0,0,0
1333,E61SH,Electric,61,Single,H,0,300,0,2015,0,1,1,0,0,0,0
1334,E61SH,Electric,61,Single,H,515,72.17761772,515,2015,0,1,0,0,0,0,0
1335,E61SH,Electric,61,Single,H,133,124.555,133,2015,0,1,0,0,0,0,0
1336,E61SH,Electric,61,Single,H,771,48.44281204,771,2015,0,1,1,0,0,0,0
1337,E61SH,Electric,61,Single,H,472,47.48867079,472,2015,0,1,0,0,0,0,0
1338,E61SH,Electric,61,Single,H,224,208.715,224,2015,0,1,0,0,0,0,0
1339,E61SH,Electric,61,Single,H,471,92.98,471,2015,0,0,1,0,0,0,0
1340,E61SH,Electric,61,Single,H,231,88.09864292,231,2016,0,1,0,0,0,0,0
1341,E61SH,Electric,61,Single,H,901,167.53,901,2015,0,1,0,0,0,0,0
1342,E61SH,Electric,61,Single,H,866,47.46701422,866,2016,0,1,0,0,1,0,0
1343,E61SH,Electric,61,Single,H,217,224.025,217,2015,0,1,0,0,0,0,0
1344,E61SH,Electric,61,Single,H,231,56.58181672,231,2016,0,1,0,0,0,0,0
1345,E61SH,Electric,61,Single,H,175,427.855,175,2017,0,0,1,0,0,0,0
1346,E61SH,Electric,61,Single,H,140,30.93181697,140,2015,0,1,0,0,0,0,0
1347,E61SH,Electric,61,Single,H,866,47.46701422,866,2016,0,1,0,0,1,0,0
1348,E61SH,Electric,61,Single,H,440,47.5830126,440,2015,0,1,0,0,0,0,0
1349,E61SH,Electric,61,Single,H,176,87.07333333,0,2016,0,1,1,0,0,0,0
1350,E61SH,Electric,61,Single,H,139,192,139,2015,0,1,0,0,0,0,0
1351,E61SH,Electric,61,Single,H,718,95.45975495,718,2016,0,1,0,0,0,0,0
1352,E61SH,Electric,61,Single,H,367,518.7466667,0,2015,0,1,1,0,0,0,0
1353,E61SH,Electric,61,Single,H,119,249.33,119,2015,0,1,0,0,0,0,0
1354,E61SH,Electric,61,Single,H,350,59.85722252,350,2015,0,1,0,0,0,0,0
1355,E61SH,Electric,61,Single,H,48,119.1133333,0,2016,0,0,1,0,0,0,0
1356,E61SH,Electric,61,Single,H,486,245.1121312,486,2016,0,1,0,0,0,0,0
1357,E61SH,Electric,61,Single,H,562,158.6867673,562,2017,0,1,0,0,0,0,0
1358,E61SH,Electric,61,Single,H,242,85.92,242,2015,0,1,0,0,0,0,0
1359,E61SH,Electric,61,Single,H,452,45.44620456,629,2016,0,1,1,0,1,0,0
1360,E61SH,Electric,61,Single,H,0,146.4359785,0,2015,0,1,0,0,0,0,0
1361,E61SH,Electric,61,Single,H,24,228.4925,50,2017,0,1,1,0,0,0,0
1362,E61SH,Electric,61,Single,H,33,29.46606017,33,2015,0,1,0,0,0,0,0
1363,E61SH,Electric,61,Single,H,662,141.295,662,2015,0,1,0,0,0,0,0
1364,E61SH,Electric,61,Single,H,462,141.15,462,2015,0,1,0,0,0,0,0
1365,E61SH,Electric,61,Single,H,456,638.84902,191,2015,0,1,1,0,0,0,0
1366,E61SH,Electric,61,Single,H,0,44.6880568,0,2016,0,1,0,0,0,0,0
1367,E61SH,Electric,61,Single,H,255,154.78,255,2015,0,1,0,0,0,0,0
1368,E61SH,Electric,61,Single,H,308,48.95309035,747,2016,0,1,1,0,1,0,0
1369,E61SH,Electric,61,Single,H,346,302.635,346,2015,0,1,0,0,0,0,0
1370,E61SH,Electric,61,Single,H,84,134.0925,142,2016,0,1,0,0,0,0,0
1371,E61SH,Electric,61,Single,H,780,63.58661297,780,2015,0,1,0,0,0,0,0
1372,E61SH,Electric,61,Single,H,56,157.357605,56,2016,0,1,0,0,0,0,0
1373,E61SH,Electric,61,Single,H,312,96.02937749,312,2017,0,0,1,0,0,0,0
1374,E61SH,Electric,61,Single,H,138,246.6756495,138,2016,0,1,0,0,0,0,0
1375,E61SH,Electric,61,Single,H,504,94.70278653,504,2016,0,1,0,0,0,0,0
1376,E61SH,Electric,61,Single,H,211,90.26382916,211,2017,0,1,0,0,0,0,0
1377,E61SH,Electric,61,Single,H,58,148.8274596,85,2016,0,1,1,0,0,0,0
1378,E61SH,Electric,61,Single,H,302,117.8551484,302,2016,0,1,0,0,0,0,0
1379,E61SH,Electric,61,Single,H,161,99.06107191,161,2016,0,1,0,0,0,0,0
1380,E61SH,Electric,61,Single,H,65,141.1077744,65,2017,0,1,0,0,0,0,0
1381,E61SH,Electric,61,Single,H,497,117.7950416,497,2017,0,1,0,0,0,0,0
1382,E61SH,Electric,61,Single,H,497,117.7950416,497,2017,0,1,0,0,0,0,0
1383,E61SH,Electric,61,Single,H,0,267.6060238,0,2017,0,1,0,0,0,0,0
1384,E61SH,Electric,61,Single,H,350,46.91089614,350,2017,0,1,0,0,0,0,0
1385,E61SH,Electric,61,Single,H,510,180.725,510,2015,0,1,0,0,0,0,0
1386,E61SH,Electric,61,Single,H,369,185.175,369,2016,0,1,0,0,0,0,0
1387,E61SH,Electric,61,Single,H,470,71.475,470,2016,0,1,0,0,0,0,0
1388,E61SH,Electric,61,Single,H,137,180.9652643,137,2016,0,1,0,0,0,0,0
1389,E61SH,Electric,61,Single,H,9,412.5755422,9,2016,0,1,0,0,0,0,0
1390,E61SH,Electric,61,Single,H,1,187.85,1,2016,0,1,0,0,0,0,0
1391,E61SH,Electric,61,Single,H,8,228.255,8,2016,0,1,0,0,0,0,0
1392,E61SH,Electric,61,Single,H,79,264.595,79,2016,0,1,0,0,0,0,0
1393,E61SH,Electric,61,Single,H,374,216.8266667,722,2016,0,1,0,0,0,0,0
1394,E61SH,Electric,61,Single,H,139,78.54833619,139,2016,0,1,0,0,0,0,0
1395,E61SH,Electric,61,Single,H,844,53.14822214,844,2016,0,1,0,0,1,0,0
1396,E61SH,Electric,61,Single,H,56,123.96,36,2016,0,1,0,0,0,0,0
1397,E61SH,Electric,61,Single,H,218,72.11922537,218,2016,0,1,0,0,0,0,0
1398,E61SH,Electric,61,Single,H,140,108.025,140,2016,0,1,0,0,0,0,0
1399,E61SH,Electric,61,Single,H,15,146.1666667,31,2018,1,1,0,0,0,0,0
1400,E61SH,Electric,61,Single,H,255,280.6666667,151,2017,1,1,1,0,0,0,0
1401,E61SH,Electric,61,Single,H,6,55.785502,6,2016,0,1,0,0,0,0,0
1402,E61SH,Electric,61,Single,H,313,252.995,313,2016,0,1,0,0,0,0,0
1403,E61SH,Electric,61,Single,H,171,304.25,171,2016,0,1,0,0,0,0,0
1404,E61SH,Electric,61,Single,H,90,28.71057665,90,2016,0,1,0,0,0,0,0
1405,E61SH,Electric,61,Single,H,77,178.705,77,2016,0,1,0,0,0,0,0
1406,E61SH,Electric,61,Single,H,5,241.495,5,2016,0,0,1,0,0,0,0
1407,E61SH,Electric,61,Single,H,125,620,125,2016,0,1,0,0,0,0,0
1408,E61SH,Electric,61,Single,H,699,52.97688905,699,2016,0,0,1,0,1,0,0
1409,E61SH,Electric,61,Single,H,0,216,0,2016,0,1,0,0,0,0,0
1410,E61SH,Electric,61,Single,H,676,36.10027853,676,2016,0,1,0,0,1,0,0
1411,E61SH,Electric,61,Single,H,0,48.13151305,0,2016,0,1,0,0,0,0,0
1412,E61SH,Electric,61,Single,H,34,214.06,34,2016,0,1,0,0,0,0,0
1413,E61SH,Electric,61,Single,H,0,175,0,2016,0,1,0,0,0,0,0
1414,E61SH,Electric,61,Single,H,290,99.2576529,290,2016,1,0,0,0,0,0,0
1415,E61SH,Electric,61,Single,H,556,40.22361883,556,2016,0,0,0,0,1,0,0
1416,E61SI,Electric,61,Single,I,89,57.2176151,89,2016,0,1,0,0,0,0,0
1417,E61SI,Electric,61,Single,I,608,38.37500848,608,2016,0,0,1,0,1,0,0
1418,E61SI,Electric,61,Single,I,596,120.0897735,596,2016,0,0,1,0,0,0,0
1419,E61SI,Electric,61,Single,I,620,100.8666131,620,2016,0,0,1,0,0,0,0
1420,E61SI,Electric,61,Single,I,162,159.125,0,2018,0,1,1,0,0,0,0
1421,E61SI,Electric,61,Single,I,402,63.75,402,2017,0,1,0,0,0,0,0
1422,E61SI,Electric,61,Single,I,23,90.24,23,2016,0,1,0,0,0,0,0
1423,E61SI,Electric,61,Single,I,296,163.6133333,35,2018,0,0,0,0,0,1,0
1424,E61SI,Electric,61,Single,I,280,148.835,280,2016,0,0,1,0,0,0,0
1425,E61SI,Electric,61,Single,I,277,236.4766667,0,2018,0,0,1,0,1,0,0
1426,E61SI,Electric,61,Single,I,294,98.89666667,587,2016,0,1,0,0,0,0,0
1427,E61SI,Electric,61,Single,I,25,132.4766667,36,2016,0,1,0,0,0,0,0
1428,E61SI,Electric,61,Single,I,270,264.3066667,0,2018,0,0,0,0,1,0,0
1429,E61SI,Electric,61,Single,I,58,156.995,58,2016,0,1,0,0,0,0,0
1430,E61SI,Electric,61,Single,I,215,59.01173094,0,2016,0,0,1,0,1,0,0
1431,E61SI,Electric,61,Single,I,43,192.665,43,2017,0,1,0,0,0,0,0
1432,E61SI,Electric,61,Single,I,399,507.6779946,399,2017,0,1,0,0,0,0,0
1433,E61SI,Electric,61,Single,I,125,184.74574,125,2017,0,1,1,0,0,0,0
1434,E61SI,Electric,61,Single,I,9,150.9269658,9,2017,0,0,1,0,0,0,0
1435,E61SI,Electric,61,Single,I,56,459.1701704,56,2016,0,1,0,0,0,0,0
1436,E61SI,Electric,61,Single,I,50,144.8467628,50,2017,0,1,0,0,0,0,0
1437,E61SI,Electric,61,Single,I,351,915.2628483,351,2016,0,0,1,0,0,0,0
1438,E61SI,Electric,61,Single,I,7,230.6541133,7,2017,0,1,0,0,0,0,0
1439,E61SI,Electric,61,Single,I,78,226.4757282,78,2017,0,1,0,0,0,0,0
1440,E61SI,Electric,61,Single,I,593,42.44912109,593,2016,0,1,0,0,1,0,0
1441,E61SI,Electric,61,Single,I,82,217.4132391,2,2018,0,1,0,0,0,0,0
1442,E61SI,Electric,61,Single,I,113,230.4928868,113,2017,0,1,0,0,0,0,0
1443,E61SI,Electric,61,Single,I,8,108.038931,8,2017,0,1,0,0,0,0,0
1444,E61SI,Electric,61,Single,I,4,161.8039126,4,2017,0,1,0,0,0,0,0
1445,E61SI,Electric,61,Single,I,45,199.5497314,45,2018,0,0,0,1,0,0,0
1446,E61SI,Electric,61,Single,I,0,80.7938691,0,2016,0,1,0,0,0,0,0
1447,E61SI,Electric,61,Single,I,501,102.5089906,501,2017,0,1,0,0,0,0,0
1448,E61SI,Electric,61,Single,I,82,121.7646832,3,2017,0,1,0,1,0,0,0
1449,E61SI,Electric,61,Single,I,155,176.6928317,155,2017,0,1,0,0,0,0,0
1450,E61SI,Electric,61,Single,I,0,119.7336242,0,2017,0,1,0,0,0,0,0
1451,E61SI,Electric,61,Single,I,267,221.6029696,267,2017,0,1,0,0,0,0,0
1452,E61SI,Electric,61,Single,I,29,112.8388117,29,2017,0,1,0,0,0,0,0
1453,E61SI,Electric,61,Single,I,58,96.04107324,58,2017,0,1,0,0,0,0,0
1454,E61SI,Electric,61,Single,I,30,137.8007822,30,2017,0,1,0,0,0,0,0
1455,E61SI,Electric,61,Single,I,446,120.8208915,446,2017,0,1,0,0,0,0,0
1456,E61SI,Electric,61,Single,I,106,146.473243,106,2017,0,1,0,0,0,0,0
1457,E61SI,Electric,61,Single,I,204,95.70676707,204,2017,0,1,0,0,0,0,0
1458,E61SI,Electric,61,Single,I,203,149.8594861,203,2017,0,0,1,0,0,0,0
1459,E61SI,Electric,61,Single,I,46,141.4598479,46,2017,0,1,0,0,0,0,0
1460,E61SI,Electric,61,Single,I,15,213.34,15,2017,0,1,0,0,0,0,0
1461,E61SI,Electric,61,Single,I,183,450.6083719,183,2017,0,1,0,0,0,0,0
1462,E61SI,Electric,61,Single,I,183,495.4220566,183,2017,0,1,0,0,0,0,0
1463,E61SI,Electric,61,Single,I,71,279.2342312,71,2017,0,1,0,0,0,0,0
1464,E61SI,Electric,61,Single,I,364,342.009256,364,2017,0,1,0,0,0,0,0
1465,E61SI,Electric,61,Single,I,197,325.9976822,197,2017,0,1,0,0,0,0,0
1466,E61SI,Electric,61,Single,I,219,373.7521412,219,2017,0,1,0,0,0,0,0
1467,E61SI,Electric,61,Single,I,121,194.775,175,2017,0,1,0,0,1,0,0
1468,E61SI,Electric,61,Single,I,182,230.3733333,175,2017,0,0,0,0,1,0,0
1469,E61SI,Electric,61,Single,I,142,195.9533333,258,2016,0,1,0,0,0,0,0
1470,E61SI,Electric,61,Single,I,180,451.0066667,147,2017,0,1,0,0,0,0,0
1471,E61SI,Electric,61,Single,I,35,470.507072,35,2017,0,1,0,0,0,0,0
1472,E61SI,Electric,61,Single,I,79,418.0316746,79,2018,0,1,0,0,0,0,0
1473,E61SI,Electric,61,Single,I,240,360.8598775,240,2017,0,1,0,0,0,0,0
1474,E61SI,Electric,61,Single,I,11,423.7211684,11,2017,0,1,0,0,0,0,0
1475,E61SI,Electric,61,Single,I,0,201.8634124,0,2017,0,1,0,0,0,0,0
1476,E61SI,Electric,61,Single,I,4,360.255696,4,2018,0,1,0,0,0,0,0
1477,E61SI,Electric,61,Single,I,216,322.8625126,216,2017,0,1,0,0,0,0,0
1478,E61SI,Electric,61,Single,I,30,203.9119726,30,2017,0,1,0,0,0,0,0
1479,E61SI,Electric,61,Single,I,42,88.59418513,42,2016,0,1,0,0,0,0,0
1480,E61SI,Electric,61,Single,I,472,252.5857554,472,2017,0,1,0,0,0,0,0
1481,E61SI,Electric,61,Single,I,9,256.25,9,2017,0,1,0,0,0,0,0
1482,E61SI,Electric,61,Single,I,9,326.5,9,2017,0,1,0,0,0,0,0
1483,E61SI,Electric,61,Single,I,451,36.08739367,451,2017,0,1,0,0,1,0,0
1484,E61SI,Electric,61,Single,I,55,169.5532357,55,2017,0,1,0,0,0,0,0
1485,E61SI,Electric,61,Single,I,0,525.913269,0,2017,0,1,0,0,0,0,0
1486,E61SI,Electric,61,Single,I,126,138.354216,126,2017,0,1,0,0,0,0,0
1487,E61SI,Electric,61,Single,I,217,94.61806731,217,2017,0,1,0,0,0,0,0
1488,E61SI,Electric,61,Single,I,309,96.8609213,309,2017,0,1,0,0,0,0,0
1489,E61SI,Electric,61,Single,I,67,172.94,67,2017,0,0,0,0,1,0,0
1490,E61SI,Electric,61,Single,I,51,197.0012219,51,2017,0,1,0,0,0,0,0
1491,E61SI,Electric,61,Single,I,314,146.5305008,314,2017,0,1,0,0,0,0,0
1492,E61SI,Electric,61,Single,I,378,213.615668,378,2017,0,1,0,0,0,0,0
1493,E61SI,Electric,61,Single,I,277,129.2027743,277,2017,0,1,0,0,0,0,0
1494,E61SI,Electric,61,Single,I,324,160.9548213,324,2017,0,1,0,0,0,0,0
1495,E61SI,Electric,61,Single,I,3,304.8769964,3,2017,0,1,0,0,0,0,0
1496,E61SI,Electric,61,Single,I,14,107.7260166,14,2017,0,0,1,0,0,0,0
1497,E61SI,Electric,61,Single,I,40,229.6871094,40,2018,0,1,0,0,0,0,0
1498,E61SI,Electric,61,Single,I,181,369.86,181,2017,0,1,0,0,0,0,0
1499,E61SI,Electric,61,Single,I,249,395.24,494,2017,0,1,0,0,0,0,0
1500,E61SI,Electric,61,Single,I,8,132.7401115,9,2017,0,1,0,0,0,0,0
1501,E61SI,Electric,61,Single,I,378,293.6061474,378,2017,0,1,0,0,0,0,0
1502,E61SI,Electric,61,Single,I,35,79.30943923,1,2017,0,1,1,0,0,0,0
1503,E61SI,Electric,61,Single,I,366,228.19,366,2017,0,1,0,0,0,0,0
1504,E61SI,Electric,61,Single,I,47,172.7520949,47,2017,0,1,0,0,0,0,0
1505,E61SI,Electric,61,Single,I,33,184.87516,33,2017,0,1,0,0,0,0,0
1506,E61SI,Electric,61,Single,I,234,305.7058877,299,2017,0,1,1,0,0,0,0
1507,E61SI,Electric,61,Single,I,306,181.5309076,306,2017,0,1,0,0,0,0,0
1508,E61SI,Electric,61,Single,I,341,154.4820357,341,2017,0,1,0,0,0,0,0
1509,E61SI,Electric,61,Single,I,323,93.50923218,323,2017,0,1,0,0,0,0,0
1510,E61SI,Electric,61,Single,I,174,96.00495328,174,2017,0,0,1,0,0,0,0
1511,E61SI,Electric,61,Single,I,139,129.6203571,139,2017,0,1,0,0,0,0,0
1512,E61SI,Electric,61,Single,I,19,126.1700758,19,2017,0,1,0,0,0,0,0
1513,E61SI,Electric,61,Single,I,31,148.0644858,31,2017,0,1,0,0,0,0,0
1514,E61SI,Electric,61,Single,I,44,678.5456752,44,2017,0,1,0,0,0,0,0
1515,E61SI,Electric,61,Single,I,287,192.4216465,287,2017,0,1,0,0,0,0,0
1516,E61SI,Electric,61,Single,I,120,107.2829267,120,2017,0,1,0,0,0,0,0
1517,E61SI,Electric,61,Single,I,199,297.7329389,199,2017,0,1,0,0,0,0,0
1518,E61SI,Electric,61,Single,I,287,162.5235391,287,2017,0,1,0,0,0,0,0
1519,E61SI,Electric,61,Single,I,67,121.5432352,131,2017,0,1,0,0,0,0,0
1520,E61SI,Electric,61,Single,I,131,156.8437741,131,2017,0,1,0,0,0,0,0
1521,E61SI,Electric,61,Single,I,144,130.8739799,144,2017,0,1,0,0,0,0,0
1522,E61SI,Electric,61,Single,I,32,105.6299684,32,2017,0,1,0,0,0,0,0
1523,E61SI,Electric,61,Single,I,42,136.0644409,42,2017,0,1,0,0,0,0,0
1524,E61SI,Electric,61,Single,I,155,121.4813238,155,2017,0,1,0,0,0,0,0
1525,E61SI,Electric,61,Single,I,45,161.8174356,45,2017,0,0,1,0,0,0,0
1526,E61SI,Electric,61,Single,I,169,518.4285841,169,2017,0,1,0,0,0,0,0
1527,E61SI,Electric,61,Single,I,1,191.9398182,1,2017,0,1,0,0,0,0,0
1528,E61SI,Electric,61,Single,I,12,225.3745911,12,2017,0,1,0,0,0,0,0
1529,E61SI,Electric,61,Single,I,174,89.92053493,174,2017,0,1,0,0,0,0,0
1530,E61SI,Electric,61,Single,I,64,93.25061886,64,2017,0,1,0,0,0,0,0
1531,E61SI,Electric,61,Single,I,7,128.5334507,7,2017,0,1,0,0,0,0,0
1532,E61SI,Electric,61,Single,I,14,341.6331871,3,2017,0,1,0,0,0,0,0
1533,E61SI,Electric,61,Single,I,42,202.3119145,42,2017,0,1,0,0,0,0,0
1534,E61SI,Electric,61,Single,I,14,220.1774552,14,2017,0,1,0,0,0,0,0
1535,E61SI,Electric,61,Single,I,159,250.3291102,270,2017,0,1,1,0,0,0,0
1536,E61SI,Electric,61,Single,I,319,324.3259984,319,2017,0,0,1,0,0,0,0
1537,E61SI,Electric,61,Single,I,78,512.7924009,78,2017,0,1,0,0,0,0,0
1538,E61SI,Electric,61,Single,I,216,155.2047096,216,2017,0,1,0,0,0,0,0
1539,E61SI,Electric,61,Single,I,224,434.1271541,224,2017,0,1,0,0,0,0,0
1540,E61SI,Electric,61,Single,I,213,391.412055,213,2017,0,1,1,0,0,0,0
1541,E61SI,Electric,61,Single,I,203,240.8672706,203,2017,0,1,0,0,0,0,0
1542,E61SI,Electric,61,Single,I,14,116.2055825,14,2017,0,1,0,0,0,0,0
1543,E61SI,Electric,61,Single,I,306,437.0233408,306,2017,0,1,0,0,0,0,0
1544,E61SI,Electric,61,Single,I,35,159.8518882,35,2017,0,0,1,0,0,0,0
1545,E61SI,Electric,61,Single,I,21,177.7353863,21,2017,0,0,0,1,0,0,0
1546,E61SI,Electric,61,Single,I,115,162.845,0,2017,0,1,1,0,1,0,0
1547,E61SI,Electric,61,Single,I,172,193.5233333,0,2017,0,0,1,0,1,0,0
