"","average_time_between_service","avg_serv_costs","days_to_first_serv","breakdown","machine_size_102","machine_size_62","machine_size_61","machine_size_201","machine_size_202","usage_class"
"463",85,397.82202903,91,5,1,0,0,0,0,"6"
"464",172,84.1807439816667,245,5,0,0,1,0,0,"3"
"465",135,161.27,252,5,0,0,1,0,0,"3"
"466",161,40.799447345,264,5,0,0,1,0,0,"3"
"467",78,467.586666666667,96,5,0,0,1,0,0,"6"
"468",82,286.623128136667,75,5,0,0,1,0,0,"6"
"469",83,130.29,4,5,0,0,1,0,0,"3"
"470",274,506.11,181,5,0,0,1,0,0,"5"
"471",103,423.0675,384,5,0,0,1,0,0,"1"
"472",330,30.7370535,337,5,0,0,1,0,0,"1"
"473",147,474.52786479,0,5,0,0,1,0,0,"6"
"474",102,554.970976025,255,5,0,0,1,0,0,"5"
"475",98,250.548681248333,73,5,0,0,1,0,0,"3"
"476",134,166.517745494,294,5,0,0,1,0,0,"1"
"477",159,130.14,546,5,0,0,1,0,0,"1"
"478",100,127.295301233333,412,5,0,0,1,0,0,"1"
"479",87,121.510425035,16,5,0,0,1,0,0,"3"
"480",12,85.828,2,0,0,0,1,0,0,"3"
"481",123,463.73901382,8,5,0,1,0,0,0,"6"
"482",320,467.686421668,130,5,0,1,0,0,0,"5"
"483",267,665.62233618,319,5,0,1,0,0,0,"5"
"484",128,557.20783428,62,5,0,1,0,0,0,"5"
"485",241,739.411704143333,163,5,0,1,0,0,0,"5"
"486",107,270.034429296667,147,5,0,1,0,0,0,"6"
"487",176,488.229624048571,75,5,0,1,0,0,0,"5"
"488",237,354.28741858,70,5,0,1,0,0,0,"6"
"489",179,453.112817663333,79,5,0,1,0,0,0,"6"
"490",190,503.12684258,32,5,0,1,0,0,0,"5"
"491",231,514.04858832,277,5,0,1,0,0,0,"5"
"492",196,433.181551098333,23,5,0,1,0,0,0,"6"
"493",174,500.024416716667,289,5,0,1,0,0,0,"5"
"494",261,364.8113721675,135,5,0,1,0,0,0,"6"
"495",178,610.337336473333,212,5,0,1,0,0,0,"5"
"496",148,386.737996551667,125,5,0,1,0,0,0,"6"
"497",154,448.384218112,21,5,0,1,0,0,0,"6"
"498",78,347.21046733875,171,5,0,1,0,0,0,"6"
"499",134,288.502009091667,63,5,0,1,0,0,0,"6"
"500",130,385.211159951667,4,5,0,1,0,0,0,"6"
"501",115,339.130709,10,5,0,1,0,0,0,"6"
"502",94,398.2771795,123,5,0,1,0,0,0,"6"
"503",95,281.935142361667,43,5,0,1,0,0,0,"6"
"504",63,517.478563514286,188,5,0,1,0,0,0,"5"
"505",50,297.335688776667,100,5,0,1,0,0,0,"6"
"506",19,362.942823816,39,5,0,1,0,0,0,"6"
"507",107,91.39500748,74,5,0,0,0,0,1,"3"
"508",149,187.335,231,4,0,0,0,0,0,"3"
"509",477,256.2025,330,4,0,0,0,0,0,"1"
"510",250,434.157142857143,90,4,0,0,0,0,0,"6"
"511",369,467.884,359,4,0,0,0,0,0,"1"
"512",119,307.516923076923,0,0,0,0,0,0,0,"6"
"513",286,273.85,0,4,0,0,0,0,0,"6"
"514",143,281.303636363636,0,0,0,0,0,0,0,"6"
"515",116,227.962857142857,28,0,0,0,0,0,0,"3"
"516",204,418.66875,357,0,0,0,0,0,0,"1"
"517",289,445.815,0,0,0,0,0,0,0,"6"
"518",361,226.37,377,4,0,0,0,0,0,"1"
"519",206,402.02375,307,0,0,0,0,0,0,"1"
"520",288,451.008333333333,365,0,0,0,0,0,0,"1"
"521",159,337.867,0,0,0,0,0,0,0,"6"
"522",288,470.173333333333,87,0,0,0,0,0,0,"5"
"523",194,89.356,228,4,0,0,0,0,0,"3"
"524",286,334.571666666667,204,4,0,0,0,0,0,"1"
"525",359,529.326,366,0,0,0,0,0,0,"1"
"526",187,383.828888888889,27,4,0,0,0,0,0,"6"
"527",187,383.828888888889,27,0,0,0,0,0,0,"6"
"528",238,457.978571428571,320,0,0,0,0,0,0,"1"
"529",247,243.884285714286,58,4,0,0,0,0,0,"6"
"530",203,294.82375,0,4,0,0,0,0,0,"6"
"531",203,294.82375,0,0,0,0,0,0,0,"6"
"532",281,466.138333333333,120,4,0,0,0,0,0,"5"
"533",287,602.68,69,0,0,0,0,0,0,"5"
"534",224,524.883333333333,51,0,0,0,0,0,0,"5"
"535",179,424.745555555556,335,4,0,0,0,0,0,"1"
"536",179,424.745555555556,335,0,0,0,0,0,0,"1"
"537",266,652.196,210,0,0,0,0,0,0,"5"
"538",237,544.544285714286,11,0,0,0,0,0,0,"5"
"539",149,410.314,97,0,0,0,0,0,0,"6"
"540",267,624.82,371,4,0,0,0,0,0,"5"
"541",363,90.315151965,368,4,0,0,0,0,0,"1"
"542",215,580.426666666667,190,4,0,0,0,0,0,"5"
"543",182,560.77,18,4,0,0,0,0,0,"5"
"544",369,393.325,727,4,0,0,0,0,0,"4"
"545",152,783.49926349625,8,4,0,0,0,0,0,"5"
"546",134,818.893494878889,258,4,0,0,0,0,0,"2"
"547",275,622.948,357,4,0,0,0,0,0,"5"
"548",197,273.717142857143,2,4,0,0,0,0,0,"6"
"549",261,418.167759946667,194,4,0,0,0,0,0,"6"
"550",147,812.060005646667,21,4,0,0,0,0,0,"5"
"551",158,450.50375,0,4,0,0,0,0,0,"6"
"552",182,545.215714285714,0,4,0,0,0,0,0,"5"
"553",186,431.268571428571,0,4,0,0,0,0,0,"6"
"554",150,241.1,0,4,0,0,0,0,0,"3"
"555",123,524.814238734,42,4,0,0,0,0,0,"5"
"556",178,380.366666666667,6,4,0,0,0,0,0,"6"
"557",214,288.496,302,4,0,0,0,0,0,"1"
"558",121,509.698456993,1,4,0,0,0,0,0,"5"
"559",114,507.002019543636,0,0,0,0,0,0,0,"5"
"560",125,351.424,41,4,0,0,0,0,0,"6"
"561",120,427.445,0,4,0,0,0,0,0,"6"
"562",271,367.858,0,4,0,0,0,0,0,"6"
"563",96,315.307692307692,67,0,0,0,0,0,0,"6"
"564",128,387.02,71,4,0,0,0,0,0,"6"
"565",137,703.118915818889,25,4,0,0,0,0,0,"5"
"566",147,442.262857142857,84,4,0,0,0,0,0,"6"
"567",176,607.816666666667,131,0,0,0,0,0,0,"5"
"568",154,742.422857142857,220,4,0,0,0,0,0,"5"
"569",138,639.21568198125,218,4,0,0,0,0,0,"5"
"570",180,478.576666666667,203,4,0,0,0,0,0,"5"
"571",7,137.874,4,4,0,0,0,0,0,"3"
"572",102,155.7415503525,41,4,0,0,0,0,0,"3"
"573",287,591.42942132,232,4,1,0,0,0,0,"5"
"574",233,489.92868482,208,4,1,0,0,0,0,"5"
"575",99,305.384945148,98,4,1,0,0,0,0,"6"
"576",264,264.970919454,220,4,1,0,0,0,0,"1"
"577",266,857.61594679,70,4,1,0,0,0,0,"2"
"578",215,303.095820928,75,4,1,0,0,0,0,"6"
"579",168,215.304330862,165,4,1,0,0,0,0,"3"
"580",245,531.48508248,23,4,1,0,0,0,0,"5"
"581",227,919.586881092,104,4,1,0,0,0,0,"2"
"582",282,312.1730716675,138,4,1,0,0,0,0,"6"
"583",129,375.957771376667,48,4,1,0,0,0,0,"6"
"584",219,806.918517214,315,4,1,0,0,0,0,"2"
"585",187,338.9245336125,525,4,1,0,0,0,0,"1"
"586",187,365.816783062,89,4,1,0,0,0,0,"6"
"587",285,351.521266195,84,4,1,0,0,0,0,"6"
"588",205,387.68207044,21,4,1,0,0,0,0,"6"
"589",218,437.17142896,81,4,1,0,0,0,0,"6"
"590",140,840.71986894,70,4,1,0,0,0,0,"2"
"591",248,354.5606757725,167,4,1,0,0,0,0,"6"
"592",127,484.1796998,50,4,1,0,0,0,0,"6"
"593",157,790.5281616,230,4,1,0,0,0,0,"2"
"594",121,308.716115008,15,4,1,0,0,0,0,"6"
"595",165,292.065018385,153,4,1,0,0,0,0,"6"
"596",102,511.7334717,65,4,1,0,0,0,0,"5"
"597",105,911.786357184,91,4,1,0,0,0,0,"2"
"598",167,41.47711574,525,4,0,0,0,1,0,"1"
"599",851,84.091721965,851,4,0,0,1,0,0,"4"
"600",142,68.5515582325,56,4,0,0,1,0,0,"3"
"601",124,273.1,322,4,0,0,1,0,0,"1"
"602",109,30.22,90,4,0,0,1,0,0,"3"
"603",93,70.171503496,332,4,0,0,1,0,0,"1"
"604",145,916.17,335,4,0,0,1,0,0,"2"
"605",79,338.625,168,4,0,0,1,0,0,"6"
"606",185,455.244618415714,34,4,0,0,1,0,0,"6"
"607",144,481.448944666667,10,4,0,0,1,0,0,"6"
"608",74,183.786,142,4,0,0,1,0,0,"3"
"609",469,54.3904743666667,706,0,0,0,1,0,0,"4"
"610",314,66.74247531,684,0,0,0,1,0,0,"4"
"611",159,484.145564975,54,4,0,0,1,0,0,"5"
"612",51,427.436725025,105,4,0,0,1,0,0,"6"
"613",121,474.03181726375,113,4,0,0,1,0,0,"6"
"614",91,64.096,10,4,0,0,1,0,0,"3"
"615",37,367.844550354,32,4,0,0,1,0,0,"6"
"616",325,391.10646632,237,4,0,1,0,0,0,"1"
"617",294,464.28476708,195,4,0,1,0,0,0,"5"
"618",324,274.24729817,125,4,0,1,0,0,0,"6"
"619",252,386.74346752,40,4,0,1,0,0,0,"6"
"620",255,453.610178494,250,4,0,1,0,0,0,"5"
"621",208,640.115892,84,4,0,1,0,0,0,"5"
"622",204,383.891589842,43,4,0,1,0,0,0,"6"
"623",204,552.429965744,19,4,0,1,0,0,0,"5"
"624",194,392.035386882,0,4,0,1,0,0,0,"6"
"625",243,1013.7886152125,81,4,0,1,0,0,0,"2"
"626",216,291.48926778,448,4,0,1,0,0,0,"1"
"627",135,672.5204347,110,4,0,1,0,0,0,"5"
"628",156,621.32905934,41,4,0,1,0,0,0,"5"
"629",304,471.4028918,204,4,0,1,0,0,0,"5"
"630",78,242.809787856,105,4,0,1,0,0,0,"3"
"631",143,414.50559982,273,4,0,1,0,0,0,"6"
"632",63,477.730773514,203,4,0,1,0,0,0,"6"
"633",96,621.95013075,15,4,0,1,0,0,0,"5"
"634",140,293.87804228,381,4,0,1,0,0,0,"1"
"635",76,591.97411617,186,4,0,1,0,0,0,"5"
"636",235,27.357164095,511,4,0,0,0,0,0,"1"
"637",90,630.665863975,37,4,0,1,0,0,0,"5"
"638",342,168.716666666667,560,3,0,0,0,0,0,"1"
"639",250,168.16,277,3,0,0,0,0,0,"1"
"640",168,376.386,81,0,0,0,0,0,0,"6"
"641",319,212.205,165,3,0,0,0,0,0,"1"
"642",214,378.84875,90,0,0,0,0,0,0,"6"
"643",250,434.157142857143,90,0,0,0,0,0,0,"6"
"644",250,434.157142857143,90,0,0,0,0,0,0,"6"
"645",188,342.365555555556,115,0,0,0,0,0,0,"6"
"646",358,268.456,41,3,0,0,0,0,0,"6"
"647",476,265.51,383,0,0,0,0,0,0,"1"
"648",205,311.46125,176,0,0,0,0,0,0,"6"
"649",479,459.9675,353,0,0,0,0,0,0,"1"
"650",357,438.326,358,0,0,0,0,0,0,"1"
"651",357,381.526,223,3,0,0,0,0,0,"1"
"652",357,381.526,223,0,0,0,0,0,0,"1"
"653",441,761.2825,253,0,0,0,0,0,0,"2"
"654",287,629.686666666667,91,3,0,0,0,0,0,"5"
"655",287,629.686666666667,91,0,0,0,0,0,0,"5"
"656",359,669.222,368,3,0,0,0,0,0,"2"
"657",359,669.222,368,0,0,0,0,0,0,"2"
"658",159,452.711,0,0,0,0,0,0,0,"6"
"659",237,405.081428571429,324,0,0,0,0,0,0,"1"
"660",267,539.396,670,0,0,0,0,0,0,"1"
"661",267,624.82,371,0,0,0,0,0,0,"5"
"662",280,612.182,56,0,0,0,0,0,0,"5"
"663",279,725.014,49,0,0,0,0,0,0,"5"
"664",533,789.706666666667,364,0,0,0,0,0,0,"2"
"665",355,788.5925,366,0,0,0,0,0,0,"2"
"666",267,706.298,54,0,0,0,0,0,0,"5"
"667",278,648.166,34,0,0,0,0,0,0,"5"
"668",266,640.758,156,0,0,0,0,0,0,"5"
"669",150,360.989,92,0,0,0,0,0,0,"6"
"670",215,580.426666666667,190,0,0,0,0,0,0,"5"
"671",358,788.35,366,0,0,0,0,0,0,"2"
"672",182,560.77,18,0,0,0,0,0,0,"5"
"673",231,647.062260976667,13,3,0,0,0,0,0,"5"
"674",137,410.36,139,0,0,0,0,0,0,"6"
"675",156,584.09,0,0,0,0,0,0,0,"5"
"676",243,547.996666666667,105,0,0,0,0,0,0,"5"
"677",199,543.534285714286,46,0,0,0,0,0,0,"5"
"678",152,783.49926349625,8,0,0,0,0,0,0,"5"
"679",235,366.241666666667,67,3,0,0,0,0,0,"6"
"680",102,680.344953403077,19,0,0,0,0,0,0,"5"
"681",102,680.344953403077,19,0,0,0,0,0,0,"5"
"682",261,120.741264934,865,3,0,0,0,0,0,"4"
"683",134,818.893494878889,258,0,0,0,0,0,0,"2"
"684",252,296.072,236,3,0,0,0,0,0,"1"
"685",275,622.948,357,0,0,0,0,0,0,"5"
"686",213,876.302964058333,365,3,0,0,0,0,0,"2"
"687",213,673.381817183333,554,3,0,0,0,0,0,"2"
"688",140,604.771111111111,50,0,0,0,0,0,0,"5"
"689",221,453.881428571429,7,0,0,0,0,0,0,"6"
"690",135,363.068181818182,18,0,0,0,0,0,0,"6"
"691",135,363.068181818182,18,0,0,0,0,0,0,"6"
"692",163,531.335,54,0,0,0,0,0,0,"5"
"693",226,1251.583064,427,0,0,0,0,0,0,"2"
"694",53,437.325,66,3,0,0,0,0,0,"6"
"695",153,328.556666666667,0,3,0,0,0,0,0,"6"
"696",159,424.81125,0,0,0,0,0,0,0,"6"
"697",158,450.50375,0,0,0,0,0,0,0,"6"
"698",182,545.215714285714,0,0,0,0,0,0,0,"5"
"699",123,524.814238734,42,0,0,0,0,0,0,"5"
"700",128,471.725312767,33,0,0,0,0,0,0,"6"
"701",122,497.294482122,30,3,0,0,0,0,0,"5"
"702",122,497.294482122,30,0,0,0,0,0,0,"5"
"703",153,692.8879981375,0,3,0,0,0,0,0,"5"
"704",153,692.8879981375,0,0,0,0,0,0,0,"5"
"705",121,509.698456993,1,0,0,0,0,0,0,"5"
"706",136,615.46434453,18,3,0,0,0,0,0,"5"
"707",136,615.46434453,18,0,0,0,0,0,0,"5"
"708",180,383.684285714286,0,0,0,0,0,0,0,"6"
"709",155,352.6825,0,3,0,0,0,0,0,"6"
"710",155,352.6825,0,0,0,0,0,0,0,"6"
"711",125,351.424,41,0,0,0,0,0,0,"6"
"712",120,427.445,0,0,0,0,0,0,0,"6"
"713",181,341.011289864286,9,3,0,0,0,0,0,"6"
"714",96,315.307692307692,67,3,0,0,0,0,0,"6"
"715",96,315.307692307692,67,0,0,0,0,0,0,"6"
"716",217,437.293333333333,0,0,0,0,0,0,0,"6"
"717",128,387.02,71,0,0,0,0,0,0,"6"
"718",217,431.515,0,0,0,0,0,0,0,"6"
"719",164,445.54125,64,0,0,0,0,0,0,"6"
"720",36,254.9925,67,3,0,0,0,0,0,"3"
"721",163,360.125,51,3,0,0,0,0,0,"6"
"722",163,360.125,51,0,0,0,0,0,0,"6"
"723",157,636.30020104,9,0,0,0,0,0,0,"5"
"724",128,743.908717524,35,3,0,0,0,0,0,"5"
"725",128,743.908717524,35,0,0,0,0,0,0,"5"
"726",181,386.108571428571,0,3,0,0,0,0,0,"6"
"727",137,703.118915818889,25,0,0,0,0,0,0,"5"
"728",160,682.18239068375,43,0,0,0,0,0,0,"5"
"729",221,593.033995436667,25,0,0,0,0,0,0,"5"
"730",161,387.5325,31,0,0,0,0,0,0,"6"
"731",224,495.924,175,0,0,0,0,0,0,"5"
"732",138,437.878888888889,0,3,0,0,0,0,0,"6"
"733",138,437.878888888889,0,0,0,0,0,0,0,"6"
"734",161,412.69,55,3,0,0,0,0,0,"6"
"735",161,412.69,55,0,0,0,0,0,0,"6"
"736",217,603.603121933333,13,0,0,0,0,0,0,"5"
"737",115,384.31,78,0,0,0,0,0,0,"6"
"738",217,756.938302413333,12,0,0,0,0,0,0,"5"
"739",235,794.01135184,174,0,0,0,0,0,0,"2"
"740",142,887.184630081833,18,0,0,0,0,0,0,"2"
"741",153,897.743920813333,48,0,0,0,0,0,0,"2"
"742",126,895.969235814286,40,3,0,0,0,0,0,"2"
"743",126,895.969235814286,40,0,0,0,0,0,0,"2"
"744",134,408.844285714286,27,3,0,0,0,0,0,"6"
"745",158,355.971666666667,69,3,0,0,0,0,0,"6"
"746",160,363.444285714286,225,3,0,0,0,0,0,"6"
"747",46,127.225,6,3,0,0,0,0,0,"3"
"748",117,337.32,6,3,0,0,0,0,0,"6"
"749",146,359.183333333333,0,3,0,0,0,0,0,"6"
"750",596,89.718468925,596,3,0,0,0,0,0,"4"
"751",14,79.3375,24,3,0,0,0,0,0,"3"
"752",77,254.1575,196,3,0,0,0,0,0,"3"
"753",60,539.844285714286,0,3,0,0,0,0,0,"5"
"754",46,116.9575,29,3,0,0,0,0,0,"3"
"755",34,139.0775,70,3,0,0,0,0,0,"3"
"756",338,487.2798983,47,3,1,0,0,0,0,"5"
"757",102,352.48815845,81,0,1,0,0,0,0,"6"
"758",268,524.127946,454,3,1,0,0,0,0,"1"
"759",229,394.91362615,312,3,1,0,0,0,0,"1"
"760",487,745.477498333333,110,3,1,0,0,0,0,"2"
"761",219,545.4725277,272,3,1,0,0,0,0,"5"
"762",309,460.6634244,366,3,1,0,0,0,0,"1"
"763",184,418.49886477,223,3,1,0,0,0,0,"6"
"764",193,538.5281991,72,3,1,0,0,0,0,"5"
"765",191,441.672517675,49,3,1,0,0,0,0,"6"
"766",187,670.67563184,171,3,1,0,0,0,0,"5"
"767",213,615.496553475,108,3,1,0,0,0,0,"5"
"768",171,604.930607843,1,3,1,0,0,0,0,"5"
"769",134,266.78110301,192,3,1,0,0,0,0,"6"
"770",145,340.8654199925,146,3,1,0,0,0,0,"6"
"771",164,470.968032575,91,3,1,0,0,0,0,"6"
"772",108,52.4762112766667,25,3,1,0,0,0,0,"3"
"773",61,535.4411730725,75,3,1,0,0,0,0,"5"
"774",144,542.9266247225,43,3,1,0,0,0,0,"5"
"775",169,630.206911125,4,3,1,0,0,0,0,"5"
"776",135,395.407069095,17,3,1,0,0,0,0,"6"
"777",45,325.785701348,64,3,1,0,0,0,0,"6"
"778",18,281.2182298975,28,3,1,0,0,0,0,"3"
"779",240,105.4304335,25,3,0,0,0,1,0,"3"
"780",13,143.47,0,3,0,0,0,1,0,"3"
"781",440,46.8680266566667,495,3,0,0,0,1,0,"1"
"782",105,219.20620226,165,3,0,0,1,0,0,"3"
"783",401,131.735,575,3,0,0,1,0,0,"1"
"784",309,122.055,309,3,0,0,1,0,0,"1"
"785",137,151.6173786,137,3,0,0,1,0,0,"3"
"786",229,360.3747105,459,3,0,0,1,0,0,"1"
"787",221,38.68930786,461,3,0,0,1,0,0,"1"
"788",135,579.26,126,3,0,0,1,0,0,"5"
"789",176,650.339659771429,31,3,0,0,1,0,0,"5"
"790",176,650.339659771429,31,0,0,0,1,0,0,"5"
"791",164,155.696,49,3,0,0,1,0,0,"3"
"792",267,662.32774296,0,3,0,0,1,0,0,"5"
"793",71,143.92,63,3,0,0,1,0,0,"3"
"794",127,255.35,6,3,0,0,1,0,0,"3"
"795",268,382.1237942,27,3,0,0,1,0,0,"6"
"796",47,16.6780295735,15,3,0,0,1,0,0,"3"
"797",142,183.426,39,3,0,0,1,0,0,"3"
"798",102,554.970976025,255,0,0,0,1,0,0,"5"
"799",184,432.223785992857,24,3,0,0,1,0,0,"6"
"800",216,429.885614672,28,3,0,0,1,0,0,"6"
"801",180,727.40600028,87,0,0,0,1,0,0,"5"
"802",120,163.2773747775,79,3,0,0,1,0,0,"3"
"803",181,103.454337473333,337,3,0,0,1,0,0,"1"
"804",69,89.65073142,69,3,0,0,1,0,0,"3"
"805",276,932.893492625,102,0,0,0,1,0,0,"2"
"806",264,688.84262496,345,0,0,0,1,0,0,"2"
"807",64,361.11703625,90,3,0,0,1,0,0,"6"
"808",12,65.6966666666667,7,3,0,0,1,0,0,"3"
"809",54,223.844,38,3,0,0,1,0,0,"3"
"810",143,43.8477363666667,18,0,0,0,1,0,0,"3"
"811",155,534.705544191429,61,3,0,0,1,0,0,"5"
"812",130,53.328651285,344,3,0,0,1,0,0,"1"
"813",76,112.58062496,76,3,0,0,1,0,0,"3"
"814",145,213.041666666667,0,3,0,0,1,0,0,"3"
"815",245,222.8925,598,3,0,0,1,0,0,"1"
"816",425,40.8912378166667,671,0,0,0,1,0,0,"4"
"817",197,180.19,471,3,0,0,1,0,0,"1"
"818",119,135.02054415,253,3,0,0,1,0,0,"3"
"819",23,23.09726975,23,3,0,0,1,0,0,"3"
"820",235,480.795384566667,119,3,0,0,1,0,0,"5"
"821",177,120.77456155,177,3,0,0,1,0,0,"3"
"822",32,96,30,3,0,0,1,0,0,"3"
"823",355,44.7462800066667,518,3,0,0,1,0,0,"1"
"824",207,215.915,112,3,0,0,1,0,0,"3"
"825",265,151.458427316667,531,3,0,0,1,0,0,"1"
"826",80,109.4850227575,168,3,0,0,1,0,0,"3"
"827",243,362.836115866667,39,3,0,0,1,0,0,"6"
"828",135,149.7316450925,12,3,0,0,1,0,0,"3"
"829",114,130.916227955,322,3,0,0,1,0,0,"1"
"830",349,275.7748615,349,3,0,0,1,0,0,"1"
"831",27,441.5,52,3,0,0,1,0,0,"6"
"832",137,290.718500775,25,3,0,0,1,0,0,"6"
"833",99,157.208270815,111,3,0,0,1,0,0,"3"
"834",45,305.009077676,34,3,0,0,1,0,0,"6"
"835",107,133.422414075,238,3,0,0,1,0,0,"3"
"836",121,231.751429425,274,3,0,0,1,0,0,"1"
"837",75,262.080040734,7,3,0,0,1,0,0,"3"
"838",175,108.173096356667,350,3,0,0,1,0,0,"1"
"839",107,86.8397511025,211,3,0,0,1,0,0,"3"
"840",294,625.8272323,156,3,0,1,0,0,0,"5"
"841",234,542.866358,33,3,0,1,0,0,0,"5"
"842",277,600.9413360375,78,3,0,1,0,0,0,"5"
"843",249,308.2296823375,161,3,0,1,0,0,0,"6"
"844",221,369.681128275,480,3,0,1,0,0,0,"1"
"845",649,340.244115985,649,3,0,1,0,0,0,"4"
"846",164,634.523141445,91,3,0,1,0,0,0,"5"
"847",139,328.5279551175,21,3,0,1,0,0,0,"6"
"848",156,337.9477409075,120,3,0,1,0,0,0,"6"
"849",67,284.816415886,150,3,0,1,0,0,0,"6"
"850",95,362.67160503,5,3,0,1,0,0,0,"6"
"851",147,448.82009925,8,3,0,1,0,0,0,"6"
"852",104,416.0890486025,54,3,0,1,0,0,0,"6"
"853",0,64.763869605,0,3,0,0,0,0,0,"3"
"854",99,510.947835525,124,3,0,0,0,0,0,"5"
"855",173,47.4396978,295,3,0,0,0,0,0,"1"
"856",562,173,562,3,0,0,0,0,0,"4"
"857",242,67.814487925,242,3,0,0,0,0,0,"1"
"858",227,133.968796766667,305,3,0,0,0,0,1,"1"
"859",942,58.39374694,942,3,0,0,1,0,0,"4"
"860",109,65.38418804,109,3,0,0,1,0,0,"3"
"861",222,177.700404523333,7,3,0,1,0,0,0,"3"
"862",16,159.82,17,2,0,0,0,0,0,"3"
"863",441,383.21,303,2,0,0,0,0,0,"1"
"864",14,269.986666666667,7,2,0,0,0,0,0,"3"
"865",109,143.4,109,2,0,0,0,0,0,"3"
"866",153,290.7525,0,0,0,0,0,0,0,"6"
"867",149,187.335,231,0,0,0,0,0,0,"3"
"868",496,222.7275,322,2,0,0,0,0,0,"1"
"869",496,222.7275,322,0,0,0,0,0,0,"1"
"870",401,412.866,181,2,0,0,0,0,0,"1"
"871",229,241.595,78,0,0,0,0,0,0,"6"
"872",477,256.2025,330,0,0,0,0,0,0,"1"
"873",234,233.701428571429,0,0,0,0,0,0,0,"3"
"874",319,212.205,165,0,0,0,0,0,0,"1"
"875",319,212.205,165,0,0,0,0,0,0,"1"
"876",293,272.055,31,0,0,0,0,0,0,"6"
"877",238,382.628571428571,3,0,0,0,0,0,0,"6"
"878",286,243.993333333333,364,0,0,0,0,0,0,"1"
"879",369,467.884,359,0,0,0,0,0,0,"1"
"880",516,441.96,69,0,0,0,0,0,0,"5"
"881",516,441.96,69,0,0,0,0,0,0,"5"
"882",286,273.85,0,0,0,0,0,0,0,"6"
"883",358,268.456,41,0,0,0,0,0,0,"6"
"884",476,265.51,383,2,0,0,0,0,0,"1"
"885",476,322.935,0,2,0,0,0,0,0,"6"
"886",476,322.935,0,0,0,0,0,0,0,"6"
"887",357,247.738,0,2,0,0,0,0,0,"6"
"888",357,247.738,0,0,0,0,0,0,0,"6"
"889",162,238.799,26,0,0,0,0,0,0,"3"
"890",162,238.799,26,0,0,0,0,0,0,"3"
"891",371,432.022,57,0,0,0,0,0,0,"6"
"892",361,226.37,377,0,0,0,0,0,0,"1"
"893",206,402.02375,307,2,0,0,0,0,0,"1"
"894",480,271.3525,365,0,0,0,0,0,0,"1"
"895",508,363.6275,84,0,0,0,0,0,0,"1"
"896",479,272.4075,304,0,0,0,0,0,0,"1"
"897",360,258.322,87,2,0,0,0,0,0,"6"
"898",360,258.322,87,0,0,0,0,0,0,"6"
"899",479,459.9675,353,2,0,0,0,0,0,"1"
"900",27,45.185,27,2,0,0,0,0,0,"3"
"901",286,334.571666666667,204,0,0,0,0,0,0,"1"
"902",286,379.79,156,0,0,0,0,0,0,"6"
"903",359,529.326,366,2,0,0,0,0,0,"1"
"904",372,272.152,53,2,0,0,0,0,0,"6"
"905",372,272.152,53,0,0,0,0,0,0,"6"
"906",358,488.254,0,0,0,0,0,0,0,"5"
"907",358,488.254,0,2,0,0,0,0,0,"5"
"908",358,488.254,0,0,0,0,0,0,0,"5"
"909",247,243.884285714286,58,0,0,0,0,0,0,"6"
"910",247,243.884285714286,58,0,0,0,0,0,0,"6"
"911",90,65.89,6,2,0,0,0,0,0,"3"
"912",475,336.095,181,0,0,0,0,0,0,"1"
"913",177,184.3,41,2,0,0,0,0,0,"3"
"914",281,466.138333333333,120,0,0,0,0,0,0,"5"
"915",287,602.68,69,2,0,0,0,0,0,"5"
"916",441,761.2825,253,2,0,0,0,0,0,"2"
"917",81,122.986666666667,44,2,0,0,0,0,0,"3"
"918",224,524.883333333333,51,2,0,0,0,0,0,"5"
"919",281,113.195,335,0,0,0,0,0,0,"1"
"920",237,544.544285714286,11,2,0,0,0,0,0,"5"
"921",162,252.036666666667,27,2,0,0,0,0,0,"6"
"922",99,322.265,0,0,0,0,0,0,0,"6"
"923",99,322.265,0,0,0,0,0,0,0,"6"
"924",149,410.314,97,0,0,0,0,0,0,"6"
"925",232,408.28,20,0,0,0,0,0,0,"6"
"926",198,459.615,22,0,0,0,0,0,0,"6"
"927",217,194.523333333333,197,2,0,0,0,0,0,"1"
"928",138,406.893333333333,0,0,0,0,0,0,0,"6"
"929",243,547.996666666667,105,0,0,0,0,0,0,"5"
"930",243,547.996666666667,105,2,0,0,0,0,0,"5"
"931",199,543.534285714286,46,2,0,0,0,0,0,"5"
"932",393,552.14172628,119,2,0,0,0,0,0,"5"
"933",288,507.624,41,2,0,0,0,0,0,"5"
"934",288,507.624,41,0,0,0,0,0,0,"5"
"935",268,627.24529434,368,2,0,0,0,0,0,"5"
"936",268,627.24529434,368,0,0,0,0,0,0,"5"
"937",250,371.16,117,0,0,0,0,0,0,"6"
"938",252,296.072,236,0,0,0,0,0,0,"1"
"939",356,668.311518475,972,2,0,0,0,0,0,"4"
"940",213,876.302964058333,365,0,0,0,0,0,0,"2"
"941",213,673.381817183333,554,0,0,0,0,0,0,"2"
"942",140,604.771111111111,50,0,0,0,0,0,0,"5"
"943",147,812.060005646667,21,0,0,0,0,0,0,"5"
"944",147,812.060005646667,21,0,0,0,0,0,0,"5"
"945",358,578.775047125,776,2,0,0,0,0,0,"4"
"946",358,649.100749925,736,2,0,0,0,0,0,"4"
