"","average_time_between_service","avg_serv_costs","days_to_first_serv","breakdown","machine_size_102","machine_size_62","machine_size_61","machine_size_201","machine_size_202","usage_class"
"947",221,453.881428571429,7,0,0,0,0,0,0,"6"
"948",144,158.308571428571,63,0,0,0,0,0,0,"3"
"949",163,531.335,54,0,0,0,0,0,0,"5"
"950",226,1251.583064,427,2,0,0,0,0,0,"2"
"951",271,479.112,0,2,0,0,0,0,0,"5"
"952",271,479.112,0,0,0,0,0,0,0,"5"
"953",118,568.599475774,362,0,0,0,0,0,0,"5"
"954",153,328.556666666667,0,0,0,0,0,0,0,"6"
"955",153,328.556666666667,0,0,0,0,0,0,0,"6"
"956",221,453.575,0,2,0,0,0,0,0,"6"
"957",221,453.575,0,0,0,0,0,0,0,"6"
"958",88,107.67,124,2,0,0,0,0,0,"3"
"959",186,431.268571428571,0,0,0,0,0,0,0,"6"
"960",150,241.1,0,0,0,0,0,0,0,"3"
"961",123,524.814238734,42,0,0,0,0,0,0,"5"
"962",128,471.725312767,33,0,0,0,0,0,0,"6"
"963",263,337.5,517,2,0,0,0,0,0,"1"
"964",382,759.79,558,2,0,0,0,0,0,"2"
"965",126,392.528,168,2,0,0,0,0,0,"6"
"966",126,392.528,168,0,0,0,0,0,0,"6"
"967",181,175.7575,100,2,0,0,0,0,0,"3"
"968",83,194.333333333333,13,2,0,0,0,0,0,"3"
"969",374,409.4225,0,0,0,0,0,0,0,"6"
"970",49,517.775,18,2,0,0,0,0,0,"5"
"971",122,497.294482122,30,0,0,0,0,0,0,"5"
"972",122,497.294482122,30,0,0,0,0,0,0,"5"
"973",121,509.698456993,1,0,0,0,0,0,0,"5"
"974",121,509.698456993,1,0,0,0,0,0,0,"5"
"975",136,615.46434453,18,0,0,0,0,0,0,"5"
"976",136,615.46434453,18,0,0,0,0,0,0,"5"
"977",180,475.757142857143,0,2,0,0,0,0,0,"6"
"978",180,475.757142857143,0,0,0,0,0,0,0,"6"
"979",361,340.4301410375,9,0,0,0,0,0,0,"6"
"980",180,383.684285714286,0,2,0,0,0,0,0,"6"
"981",114,507.002019543636,0,2,0,0,0,0,0,"5"
"982",114,507.002019543636,0,0,0,0,0,0,0,"5"
"983",370,723.419691685,29,0,0,0,0,0,0,"5"
"984",125,351.424,41,0,0,0,0,0,0,"6"
"985",181,341.011289864286,9,0,0,0,0,0,0,"6"
"986",271,367.858,0,0,0,0,0,0,0,"6"
"987",96,315.307692307692,67,0,0,0,0,0,0,"6"
"988",128,387.02,71,0,0,0,0,0,0,"6"
"989",542,518.706666666667,372,0,0,0,0,0,0,"1"
"990",164,445.54125,64,0,0,0,0,0,0,"6"
"991",157,636.30020104,9,2,0,0,0,0,0,"5"
"992",128,743.908717524,35,0,0,0,0,0,0,"5"
"993",180,333.861428571429,0,0,0,0,0,0,0,"6"
"994",180,333.861428571429,0,2,0,0,0,0,0,"6"
"995",180,333.861428571429,0,0,0,0,0,0,0,"6"
"996",541,725.222441133333,367,0,0,0,0,0,0,"2"
"997",254,61.2360716775,1,2,0,0,0,0,0,"3"
"998",181,386.108571428571,0,0,0,0,0,0,0,"6"
"999",273,361.518,0,0,0,0,0,0,0,"6"
"1000",273,361.518,0,0,0,0,0,0,0,"6"
"1001",219,360.163333333333,0,2,0,0,0,0,0,"6"
"1002",219,360.163333333333,0,0,0,0,0,0,0,"6"
"1003",270,769.76,175,0,0,0,0,0,0,"2"
"1004",227,504.262,24,0,0,0,0,0,0,"5"
"1005",227,504.262,24,0,0,0,0,0,0,"5"
"1006",271,427.362,0,0,0,0,0,0,0,"6"
"1007",95,170.916,0,0,0,0,0,0,0,"3"
"1008",224,495.924,175,2,0,0,0,0,0,"5"
"1009",153,159.383333333333,7,2,0,0,0,0,0,"3"
"1010",211,491.65,110,2,0,0,0,0,0,"5"
"1011",211,491.65,110,0,0,0,0,0,0,"5"
"1012",246,588.91,147,2,0,0,0,0,0,"5"
"1013",246,588.91,147,0,0,0,0,0,0,"5"
"1014",207,505.18,34,0,0,0,0,0,0,"5"
"1015",353,270.663333333333,8,2,0,0,0,0,0,"6"
"1016",185,1108.21679354,36,0,0,0,0,0,0,"2"
"1017",142,887.184630081833,18,2,0,0,0,0,0,"2"
"1018",367,1029.6612782,20,0,0,0,0,0,0,"2"
"1019",240,667.445,7,0,0,0,0,0,0,"5"
"1020",148,383.87375,314,0,0,0,0,0,0,"1"
"1021",153,897.743920813333,48,2,0,0,0,0,0,"2"
"1022",154,742.422857142857,220,0,0,0,0,0,0,"5"
"1023",154,742.422857142857,220,0,0,0,0,0,0,"5"
"1024",242,595.9475,123,2,0,0,0,0,0,"5"
"1025",242,595.9475,123,0,0,0,0,0,0,"5"
"1026",439,59.5993116,642,2,0,0,0,0,0,"4"
"1027",238,986.071413115,0,0,0,0,0,0,0,"2"
"1028",18,204.778,0,2,0,0,0,0,0,"3"
"1029",131,465.468571428571,65,2,0,0,0,0,0,"6"
"1030",131,465.468571428571,65,0,0,0,0,0,0,"6"
"1031",178,1087.47929678,144,0,0,0,0,0,0,"2"
"1032",178,1087.47929678,144,0,0,0,0,0,0,"2"
"1033",170,735.749219821667,111,0,0,0,0,0,0,"5"
"1034",170,735.749219821667,111,0,0,0,0,0,0,"5"
"1035",240,408.0825,76,2,0,0,0,0,0,"6"
"1036",134,408.844285714286,27,0,0,0,0,0,0,"6"
"1037",239,15.774795655,239,2,0,0,0,0,0,"1"
"1038",254,409.735,41,2,0,0,0,0,0,"6"
"1039",147,437.331666666667,2,0,0,0,0,0,0,"6"
"1040",138,639.21568198125,218,0,0,0,0,0,0,"5"
"1041",326,429.9025,268,2,0,0,0,0,0,"1"
"1042",239,848.5906262275,309,0,0,0,0,0,0,"2"
"1043",192,483.012,50,0,0,0,0,0,0,"5"
"1044",253,1608.9203347,38,2,0,0,0,0,0,"2"
"1045",194,352.485,91,2,0,0,0,0,0,"6"
"1046",268,604.3425,92,0,0,0,0,0,0,"5"
"1047",264,549.68,98,0,0,0,0,0,0,"5"
"1048",160,363.444285714286,225,0,0,0,0,0,0,"6"
"1049",152,428.961428571429,4,2,0,0,0,0,0,"6"
"1050",152,428.961428571429,4,0,0,0,0,0,0,"6"
"1051",243,585.3675,0,0,0,0,0,0,0,"5"
"1052",180,478.576666666667,203,0,0,0,0,0,0,"5"
"1053",247,405.0525,0,0,0,0,0,0,0,"6"
"1054",245,591.8525,0,0,0,0,0,0,0,"5"
"1055",235,608.468,232,2,0,0,0,0,0,"5"
"1056",235,608.468,232,0,0,0,0,0,0,"5"
"1057",161,168.362,9,2,0,0,0,0,0,"3"
"1058",197,568.848138394,58,0,0,0,0,0,0,"5"
"1059",183,489.862956382,19,0,0,0,0,0,0,"5"
"1060",55,109.35,76,2,0,0,0,0,0,"3"
"1061",17,354.633333333333,6,0,0,0,0,0,0,"6"
"1062",166,127.42,6,2,0,0,0,0,0,"3"
"1063",166,127.42,6,0,0,0,0,0,0,"3"
"1064",119,153,6,2,0,0,0,0,0,"3"
"1065",119,153,6,0,0,0,0,0,0,"3"
"1066",178,144.333333333333,6,0,0,0,0,0,0,"3"
"1067",248,268.4385570425,30,0,0,0,0,0,0,"6"
"1068",248,268.4385570425,30,0,0,0,0,0,0,"6"
"1069",374,919.2561289,374,0,0,0,0,0,0,"2"
"1070",46,132.26,6,2,0,0,0,0,0,"3"
"1071",46,132.26,6,0,0,0,0,0,0,"3"
"1072",46,127.225,6,0,0,0,0,0,0,"3"
"1073",376,46.4493488233333,469,0,0,0,0,0,0,"1"
"1074",165,331.95,151,2,0,0,0,0,0,"6"
"1075",75,157,6,0,0,0,0,0,0,"3"
"1076",117,337.32,6,0,0,0,0,0,0,"6"
"1077",6,131.5,6,0,0,0,0,0,0,"3"
"1078",95,120.746,125,0,0,0,0,0,0,"3"
"1079",653,38.50761602,653,0,0,0,0,0,0,"4"
"1080",146,359.183333333333,0,0,0,0,0,0,0,"6"
"1081",694,328.78,694,2,0,0,0,0,0,"4"
"1082",162,204.73461975,162,2,0,0,0,0,0,"3"
"1083",222,44.317198655,0,2,0,0,0,0,0,"3"
"1084",240,735.0047628475,27,0,0,0,0,0,0,"5"
"1085",242,257.84,431,2,0,0,0,0,0,"1"
"1086",178,371.546,0,0,0,0,0,0,0,"6"
"1087",53,34.3745190666667,16,2,0,0,0,0,0,"3"
"1088",285,150.78,227,2,0,0,0,0,0,"1"
"1089",336,1223.6634256,336,0,0,0,0,0,0,"2"
"1090",320,850.95,320,2,0,0,0,0,0,"2"
"1091",60,539.844285714286,0,0,0,0,0,0,0,"5"
"1092",99,307.71,63,2,0,0,0,0,0,"6"
"1093",142,323.028386206667,233,2,0,0,0,0,0,"6"
"1094",121,413.5775,0,2,0,0,0,0,0,"6"
"1095",140,365.264,198,2,0,0,0,0,0,"6"
"1096",106,543.929078775,101,2,0,0,0,0,0,"5"
"1097",22,44.3697584533333,24,2,0,0,0,0,0,"3"
"1098",153,174.068128836667,41,2,0,0,0,0,0,"3"
"1099",77,200.433333333333,155,2,0,0,0,0,0,"3"
"1100",97,583.501849039231,56,0,1,0,0,0,0,"5"
"1101",81,314.562776102857,127,0,1,0,0,0,0,"6"
"1102",416,611.9436302,69,2,1,0,0,0,0,"5"
"1103",407,921.896717,92,2,1,0,0,0,0,"2"
"1104",416,413.47826525,575,2,1,0,0,0,0,"1"
"1105",327,509.500700533333,630,2,1,0,0,0,0,"1"
"1106",433,469.74194113,383,2,1,0,0,0,0,"1"
"1107",268,337.85790104,21,2,1,0,0,0,0,"6"
"1108",757,661.9759733,757,2,1,0,0,0,0,"4"
"1109",91,366.121694466667,81,2,1,0,0,0,0,"6"
"1110",188,451.654470243333,26,2,1,0,0,0,0,"6"
"1111",189,674.187813636667,157,2,1,0,0,0,0,"5"
"1112",119,594.3320592,159,2,1,0,0,0,0,"5"
"1113",130,353.904709903333,83,2,1,0,0,0,0,"6"
"1114",30,402.800945775,12,2,1,0,0,0,0,"6"
"1115",56,535.870315,56,2,1,0,0,0,0,"5"
"1116",83,657.68950995,83,2,1,0,0,0,0,"5"
"1117",125,175.9675,280,2,0,0,0,1,0,"1"
"1118",115,34.9988246466667,82,2,0,0,1,0,0,"3"
"1119",307,30.9280157475,0,2,0,0,1,0,0,"3"
"1120",517,220.95,164,2,0,0,1,0,0,"1"
"1121",453,39.29925483,453,2,0,0,1,0,0,"1"
"1122",116,87,116,2,0,0,1,0,0,"3"
"1123",91,271.178,25,2,0,0,1,0,0,"6"
"1124",124,273.1,322,0,0,0,1,0,0,"1"
"1125",266,298.636,322,2,0,0,1,0,0,"1"
"1126",266,298.636,322,0,0,0,1,0,0,"1"
"1127",39,153.27,10,2,0,0,1,0,0,"3"
"1128",323,97.1933333333333,197,2,0,0,1,0,0,"1"
"1129",181,262.855,181,0,0,0,1,0,0,"6"
"1130",244,193.523333333333,181,2,0,0,1,0,0,"1"
"1131",244,193.523333333333,181,0,0,0,1,0,0,"1"
"1132",270,271.722953275,121,2,0,0,1,0,0,"6"
"1133",181,309.5242422,90,2,0,0,1,0,0,"6"
"1134",36,736.42,1,2,0,0,1,0,0,"5"
"1135",187,166.876666666667,343,2,0,0,1,0,0,"1"
"1136",42,87.36,21,2,0,0,1,0,0,"3"
"1137",336,132.515,336,2,0,0,1,0,0,"1"
"1138",68,122.72,122,2,0,0,1,0,0,"3"
"1139",178,129.855555555556,0,0,0,0,1,0,0,"3"
"1140",189,135.813333333333,335,0,0,0,1,0,0,"1"
"1141",97,219.195,63,2,0,0,1,0,0,"3"
"1142",161,258.3,415,2,0,0,1,0,0,"1"
"1143",291,209.416666666667,363,2,0,0,1,0,0,"1"
"1144",126,57.64,37,2,0,0,1,0,0,"3"
"1145",107,42.3366666666667,207,2,0,0,1,0,0,"3"
"1146",250,232.565,684,2,0,0,1,0,0,"1"
"1147",120,129.703333333333,102,2,0,0,1,0,0,"3"
"1148",178,141.8380204925,0,2,0,0,1,0,0,"3"
"1149",188,175.753333333333,219,2,0,0,1,0,0,"3"
"1150",274,506.11,181,0,0,0,1,0,0,"5"
"1151",214,134.91,214,2,0,0,1,0,0,"1"
"1152",83,207.5,63,2,0,0,1,0,0,"3"
"1153",83,207.5,63,0,0,0,1,0,0,"3"
"1154",71,143.92,63,0,0,0,1,0,0,"3"
"1155",437,206.41,692,2,0,0,1,0,0,"4"
"1156",200,53.1133333333333,248,2,0,0,1,0,0,"1"
"1157",87,79.0163419433333,5,2,0,0,1,0,0,"3"
"1158",332,171.205,2,2,0,0,1,0,0,"3"
"1159",491,128.39,491,2,0,0,1,0,0,"1"
"1160",268,382.1237942,27,0,0,0,1,0,0,"6"
"1161",498,20.191145295,498,2,0,0,1,0,0,"1"
"1162",147,474.52786479,0,0,0,0,1,0,0,"6"
"1163",185,455.244618415714,34,0,0,0,1,0,0,"6"
"1164",359,551.3485077125,366,0,0,0,1,0,0,"1"
"1165",158,16.897738518,158,2,0,0,1,0,0,"3"
"1166",184,432.223785992857,24,0,0,0,1,0,0,"6"
"1167",144,481.448944666667,10,0,0,0,1,0,0,"6"
"1168",274,525.183386146,29,2,0,0,1,0,0,"5"
"1169",274,525.183386146,29,0,0,0,1,0,0,"5"
"1170",271,536.625446264,208,0,0,0,1,0,0,"5"
"1171",241,650.4918057,77,2,0,0,1,0,0,"5"
"1172",241,650.4918057,77,0,0,0,1,0,0,"5"
"1173",216,429.885614672,28,0,0,0,1,0,0,"6"
"1174",180,727.40600028,87,2,0,0,1,0,0,"5"
"1175",95,160.38,0,0,0,0,1,0,0,"3"
"1176",95,181.244,0,2,0,0,1,0,0,"3"
"1177",95,181.244,0,0,0,0,1,0,0,"3"
"1178",913,202.625,913,2,0,0,1,0,0,"4"
"1179",224,1178.49504955,224,2,0,0,1,0,0,"2"
"1180",121,152.5825,0,2,0,0,1,0,0,"3"
"1181",511,769.043402233333,278,0,0,0,1,0,0,"2"
"1182",206,520.734467246,46,2,0,0,1,0,0,"5"
"1183",206,520.734467246,46,0,0,0,1,0,0,"5"
"1184",384,41.388629175,384,2,0,0,1,0,0,"1"
"1185",119,108.375,101,2,0,0,1,0,0,"3"
"1186",82,203.25,112,2,0,0,1,0,0,"3"
"1187",24,228.4925,50,2,0,0,1,0,0,"3"
"1188",143,43.8477363666667,18,2,0,0,1,0,0,"3"
"1189",373,249.52,423,2,0,0,1,0,0,"1"
"1190",358,973.463104066667,367,0,0,0,1,0,0,"2"
"1191",180,790.34332236,0,2,0,0,1,0,0,"5"
"1192",180,790.34332236,0,0,0,0,1,0,0,"5"
"1193",155,534.705544191429,61,0,0,0,1,0,0,"5"
"1194",776,42.244120195,776,2,0,0,1,0,0,"4"
"1195",122,113.811529433333,57,2,0,0,1,0,0,"3"
"1196",51,97.2672147725,69,2,0,0,1,0,0,"3"
"1197",177,142.1500223,177,2,0,0,1,0,0,"3"
"1198",7,109.386328965,7,2,0,0,1,0,0,"3"
"1199",16,143.75,16,2,0,0,1,0,0,"3"
"1200",147,235.493333333333,260,2,0,0,1,0,0,"1"
"1201",154,197.19,260,2,0,0,1,0,0,"1"
"1202",333,76.3033333333333,277,2,0,0,1,0,0,"1"
"1203",246,106.742507763333,135,2,0,0,1,0,0,"3"
"1204",4,98.541798825,4,2,0,0,1,0,0,"3"
"1205",17,339.213333333333,6,0,0,0,1,0,0,"6"
"1206",17,129,6,0,0,0,1,0,0,"3"
"1207",76,359.546666666667,6,0,0,0,1,0,0,"6"
"1208",178,147.44,6,2,0,0,1,0,0,"3"
"1209",178,147.44,6,0,0,0,1,0,0,"3"
"1210",126,134.16,6,2,0,0,1,0,0,"3"
"1211",121,474.03181726375,113,0,0,0,1,0,0,"6"
"1212",121,474.03181726375,113,0,0,0,1,0,0,"6"
"1213",102,129.25,6,2,0,0,1,0,0,"3"
"1214",102,129.25,6,0,0,0,1,0,0,"3"
"1215",10,121.4025,31,2,0,0,1,0,0,"3"
"1216",17,130.666666666667,6,2,0,0,1,0,0,"3"
"1217",17,130.666666666667,6,0,0,0,1,0,0,"3"
"1218",75,157,6,0,0,0,1,0,0,"3"
"1219",203,462.505346,22,2,0,0,1,0,0,"6"
"1220",6,131,6,0,0,0,1,0,0,"3"
"1221",6,131,6,0,0,0,1,0,0,"3"
"1222",187,460.655874246,34,0,0,0,1,0,0,"6"
"1223",145,326.238333333333,0,2,0,0,1,0,0,"6"
"1224",145,326.238333333333,0,0,0,0,1,0,0,"6"
"1225",238,527.68549225,361,2,0,0,1,0,0,"5"
"1226",238,527.68549225,361,0,0,0,1,0,0,"5"
"1227",359,74.5881216333333,25,2,0,0,1,0,0,"3"
"1228",216,45.29344775,216,2,0,0,1,0,0,"3"
"1229",331,534.533333333333,89,2,0,0,1,0,0,"5"
"1230",196,38.4137413275,71,2,0,0,1,0,0,"3"
"1231",77,46.33014455,77,2,0,0,1,0,0,"3"
"1232",114,93.1033333333333,228,2,0,0,1,0,0,"3"
"1233",98,219.491666666667,0,2,0,0,1,0,0,"3"
"1234",98,219.491666666667,0,0,0,0,1,0,0,"3"
"1235",5,221.096,0,0,0,0,1,0,0,"3"
"1236",0,51.868375625,0,2,0,0,1,0,0,"3"
"1237",108,170.393629763333,152,2,0,0,1,0,0,"3"
"1238",120,104.310857876667,241,2,0,0,1,0,0,"3"
"1239",44,103.27548693,44,2,0,0,1,0,0,"3"
"1240",515,120.703214305,515,2,0,0,1,0,0,"1"
"1241",28,93.0686734225,25,2,0,0,1,0,0,"3"
"1242",55,111.035681003333,1,2,0,0,1,0,0,"3"
"1243",214,619.906599433333,41,2,0,0,1,0,0,"5"
"1244",136,375.277386433333,224,2,0,0,1,0,0,"6"
"1245",15,93.0382791585,15,2,0,0,1,0,0,"3"
"1246",196,410.5758321,6,2,0,0,1,0,0,"6"
"1247",197,119.52775278,7,2,0,0,1,0,0,"3"
"1248",459,277.18167995,459,2,0,0,1,0,0,"1"
"1249",32,271.14653425,32,2,0,0,1,0,0,"3"
"1250",79,121.349969593333,67,0,0,0,1,0,0,"3"
"1251",80,124.76733272,80,2,0,0,1,0,0,"3"
"1252",84,267.523668633333,114,2,0,0,1,0,0,"6"
"1253",78,194.68602028,144,2,0,0,1,0,0,"3"
"1254",118,564.685987675,266,2,0,0,1,0,0,"5"
"1255",96,221.9453928,85,2,0,0,1,0,0,"3"
"1256",118,277.760752886667,84,2,0,0,1,0,0,"6"
"1257",36,238.461287358889,13,0,0,0,1,0,0,"3"
"1258",135,509.9557377325,57,2,0,0,1,0,0,"5"
"1259",116,549.281313225,327,2,0,0,1,0,0,"5"
"1260",92,120.055,92,2,0,0,1,0,0,"3"
"1261",150,30.7133333333333,97,2,0,0,1,0,0,"3"
"1262",11,114.267530703333,1,2,0,0,1,0,0,"3"
"1263",9,160.5703045,14,2,0,0,1,0,0,"3"
"1264",45,96.7079072466667,90,2,0,0,1,0,0,"3"
"1265",8,460.376666666667,13,2,0,0,1,0,0,"6"
"1266",45,93.10204622,83,2,0,0,1,0,0,"3"
"1267",193,155.570364366667,2,2,0,0,1,0,0,"3"
"1268",84,217.6880798,91,2,0,0,1,0,0,"3"
"1269",85,145.946662343333,124,2,0,0,1,0,0,"3"
"1270",14,153.540254936667,0,2,0,0,1,0,0,"3"
"1271",45,94.3299676133333,13,2,0,0,1,0,0,"3"
"1272",197,375.365647533333,26,2,0,0,1,0,0,"6"
"1273",184,91.6752112233333,28,2,0,0,1,0,0,"3"
"1274",80,88.99908505,80,2,0,0,1,0,0,"3"
"1275",87,90.4723140633333,70,2,0,0,1,0,0,"3"
"1276",81,101.28666731,13,2,0,0,1,0,0,"3"
"1277",52,432.552032266667,102,2,0,0,1,0,0,"6"
"1278",111,93.8361026533333,215,2,0,0,1,0,0,"3"
"1279",20,207.770561526667,25,2,0,0,1,0,0,"3"
"1280",39,134.079646746667,78,2,0,0,1,0,0,"3"
"1281",124,165.6825,28,2,0,0,1,0,0,"3"
"1282",124,165.6825,28,0,0,0,1,0,0,"3"
"1283",93,253.216666666667,21,2,0,0,1,0,0,"3"
"1284",155,145.456666666667,293,2,0,0,1,0,0,"1"
"1285",335,204.75,335,2,0,0,1,0,0,"1"
"1286",42,205.906666666667,25,2,0,0,1,0,0,"3"
"1287",5,203.110813966667,10,2,0,0,1,0,0,"3"
"1288",55,93.2291332533333,110,2,0,0,1,0,0,"3"
"1289",108,157.876666666667,216,2,0,0,1,0,0,"3"
"1290",46,183.960730033333,78,2,0,0,1,0,0,"3"
"1291",26,185.48,26,2,0,0,1,0,0,"3"
"1292",29,97.5,29,2,0,0,1,0,0,"3"
"1293",26,178.25,27,2,0,0,1,0,0,"3"
"1294",568,535.882086033333,595,2,0,1,0,0,0,"4"
"1295",82,401.61418078,14,0,0,1,0,0,0,"6"
"1296",294,625.8272323,156,0,0,1,0,0,0,"5"
"1297",325,911.822264933333,156,2,0,1,0,0,0,"2"
"1298",425,1018.17356193333,414,2,0,1,0,0,0,"2"
"1299",425,684.078919733333,317,2,0,1,0,0,0,"2"
"1300",197,283.744669253333,354,2,0,1,0,0,0,"1"
"1301",251,257.409417576667,295,2,0,1,0,0,0,"1"
"1302",534,388.37681875,534,2,0,1,0,0,0,"1"
"1303",497,641.924757,497,2,0,1,0,0,0,"2"
"1304",224,419.7325919,252,2,0,1,0,0,0,"6"
"1305",198,673.938374266667,109,2,0,1,0,0,0,"5"
"1306",6,184,0,2,0,0,0,0,0,"3"
"1307",136,144.19,148,2,0,0,0,0,0,"3"
"1308",1087,37.261998195,1087,0,0,0,0,0,0,"4"
"1309",784,65.69286734,784,2,0,0,0,0,0,"4"
"1310",134,72.3313176666667,8,2,0,0,0,0,0,"3"
"1311",842,45.939332005,842,2,0,0,0,0,0,"4"
"1312",195,70.224166892,0,2,0,0,0,0,0,"3"
"1313",195,70.224166892,0,0,0,0,0,0,0,"3"
"1314",124,330.793333333333,30,2,0,0,0,0,0,"6"
"1315",188,187.3775,404,2,0,0,0,0,0,"1"
"1316",328,142.820509296667,634,2,0,0,0,0,0,"1"
"1317",178,41.291972185,178,2,1,0,0,0,0,"3"
"1318",372,607.7281543,372,2,1,0,0,0,0,"5"
"1319",162,951.816666666667,181,2,0,0,0,1,0,"2"
"1320",125,98.083548065,11,2,0,0,0,0,1,"3"
"1321",125,98.083548065,11,0,0,0,0,0,1,"3"
"1322",263,82.5609809,425,2,0,0,1,0,0,"1"
"1323",261,128.403333333333,288,2,0,0,1,0,0,"1"
"1324",112,67.4454199866667,155,2,0,0,1,0,0,"3"
"1325",125,53.86552024,125,2,0,0,1,0,0,"3"
"1326",49,202.5627709,49,2,0,1,0,0,0,"3"
"1327",211,31.98944149,325,0,0,0,0,0,0,"1"
"1328",237,194.9625,410,1,0,0,0,0,0,"1"
"1329",237,194.9625,410,0,0,0,0,0,0,"1"
"1330",329,91.43,329,1,0,0,0,0,0,"1"
"1331",80,110.53260544,80,1,0,0,0,0,0,"3"
"1332",401,49.511132625,401,0,0,0,0,0,0,"1"
"1333",401,49.511132625,401,0,0,0,0,0,0,"1"
"1334",21,230.075,21,0,0,0,0,0,0,"3"
"1335",441,383.21,303,0,0,0,0,0,0,"1"
"1336",124,87.215,124,1,0,0,0,0,0,"3"
"1337",26,135.41,26,1,0,0,0,0,0,"3"
"1338",34,455.14,34,1,0,0,0,0,0,"6"
"1339",1340,146.975,1340,1,0,0,0,0,0,"4"
"1340",43,259.824782608696,31,0,0,0,0,0,0,"3"
"1341",149,187.335,231,0,0,0,0,0,0,"3"
"1342",496,222.7275,322,0,0,0,0,0,0,"1"
"1343",209,97.125,209,1,0,0,0,0,0,"3"
"1344",120,266.762142857143,60,0,0,0,0,0,0,"6"
"1345",258,164,258,1,0,0,0,0,0,"1"
"1346",238,382.628571428571,3,0,0,0,0,0,0,"6"
"1347",238,382.628571428571,3,0,0,0,0,0,0,"6"
"1348",34,342.995,34,1,0,0,0,0,0,"6"
"1349",188,342.365555555556,115,0,0,0,0,0,0,"6"
"1350",211,466.35,37,0,0,0,0,0,0,"6"
"1351",211,466.35,37,0,0,0,0,0,0,"6"
"1352",119,307.516923076923,0,0,0,0,0,0,0,"6"
"1353",286,273.85,0,0,0,0,0,0,0,"6"
"1354",286,273.85,0,0,0,0,0,0,0,"6"
"1355",476,322.935,0,0,0,0,0,0,0,"6"
"1356",143,281.303636363636,0,0,0,0,0,0,0,"6"
"1357",357,247.738,0,0,0,0,0,0,0,"6"
"1358",371,432.022,57,0,0,0,0,0,0,"6"
"1359",371,432.022,57,1,0,0,0,0,0,"6"
"1360",289,445.815,0,0,0,0,0,0,0,"6"
"1361",206,402.02375,307,0,0,0,0,0,0,"1"
"1362",480,271.3525,365,1,0,0,0,0,0,"1"
"1363",288,451.008333333333,365,1,0,0,0,0,0,"1"
"1364",508,363.6275,84,0,0,0,0,0,0,"1"
"1365",159,337.867,0,0,0,0,0,0,0,"6"
"1366",479,272.4075,304,0,0,0,0,0,0,"1"
"1367",479,272.4075,304,1,0,0,0,0,0,"1"
"1368",288,470.173333333333,87,1,0,0,0,0,0,"5"
"1369",357,438.326,358,1,0,0,0,0,0,"1"
"1370",357,381.526,223,0,0,0,0,0,0,"1"
"1371",187,383.828888888889,27,0,0,0,0,0,0,"6"
"1372",380,71.58,380,1,0,0,0,0,0,"1"
"1373",475,336.095,181,1,0,0,0,0,0,"1"
"1374",41,132,41,1,0,0,0,0,0,"3"
"1375",246,43.315,246,1,0,0,0,0,0,"1"
"1376",281,466.138333333333,120,0,0,0,0,0,0,"5"
"1377",773,104.555,773,1,0,0,0,0,0,"4"
"1378",132,106.095,132,1,0,0,0,0,0,"3"
"1379",224,524.883333333333,51,0,0,0,0,0,0,"5"
"1380",281,113.195,335,1,0,0,0,0,0,"1"
"1381",266,652.196,210,0,0,0,0,0,0,"5"
"1382",237,544.544285714286,11,0,0,0,0,0,0,"5"
"1383",190,204.06,54,1,0,0,0,0,0,"3"
"1384",190,204.06,54,0,0,0,0,0,0,"3"
"1385",216,116.17,216,1,0,0,0,0,0,"3"
"1386",164,39.94,164,1,0,0,0,0,0,"3"
"1387",230,162.45,259,1,0,0,0,0,0,"1"
"1388",300,154.36,300,1,0,0,0,0,0,"1"
"1389",280,612.182,56,0,0,0,0,0,0,"5"
"1390",280,612.182,56,0,0,0,0,0,0,"5"
"1391",76,85.815,76,1,0,0,0,0,0,"3"
"1392",371,226.45,0,1,0,0,0,0,0,"6"
"1393",371,226.45,0,0,0,0,0,0,0,"6"
"1394",279,725.014,49,0,0,0,0,0,0,"5"
"1395",322,209.876666666667,0,0,0,0,0,0,0,"3"
"1396",355,788.5925,366,1,0,0,0,0,0,"2"
"1397",227,176.966666666667,432,1,0,0,0,0,0,"1"
"1398",348,370.524,183,0,0,0,0,0,0,"1"
"1399",363,90.315151965,368,0,0,0,0,0,0,"1"
"1400",267,706.298,54,1,0,0,0,0,0,"5"
"1401",28,232.255,28,1,0,0,0,0,0,"3"
"1402",278,648.166,34,0,0,0,0,0,0,"5"
"1403",155,137.91,155,1,0,0,0,0,0,"3"
"1404",266,640.758,156,1,0,0,0,0,0,"5"
"1405",360,390.566666666667,0,0,0,0,0,0,0,"6"
"1406",117,168,117,1,0,0,0,0,0,"3"
"1407",378,175.635,378,1,0,0,0,0,0,"1"
"1408",358,788.35,366,1,0,0,0,0,0,"2"
"1409",182,560.77,18,0,0,0,0,0,0,"5"
"1410",231,647.062260976667,13,0,0,0,0,0,0,"5"
"1411",231,647.062260976667,13,0,0,0,0,0,0,"5"
"1412",137,410.36,139,0,0,0,0,0,0,"6"
"1413",156,584.09,0,0,0,0,0,0,0,"5"
"1414",138,406.893333333333,0,0,0,0,0,0,0,"6"
"1415",369,393.325,727,0,0,0,0,0,0,"4"
"1416",199,543.534285714286,46,0,0,0,0,0,0,"5"
"1417",393,552.14172628,119,0,0,0,0,0,0,"5"
