serial_number,sales_organisation,service_call_category,total_service_count,model,energy_type,machine_size,machine_type
419,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
420,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
421,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
422,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
423,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
424,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
425,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
426,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
427,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
428,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
429,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
430,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
431,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
432,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
433,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
434,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
435,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
436,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
437,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
438,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
439,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
440,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
441,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
442,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
443,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
444,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
445,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
446,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
447,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
448,500 Organisation USA,Breakdown,12,E62SH,Electric,62,Single
449,610 Organisation Polen,Breakdown,12,G11SE,Gas,101,Single
450,610 Organisation Polen,Breakdown,12,G21SE,Gas,201,Single
451,610 Organisation Polen,Breakdown,12,G22SG,Gas,202,Single
452,610 Organisation Polen,Breakdown,12,G61MG,Gas,61,Mult
453,150 Organisation Oesterreich,Breakdown,11,1000,NA,NA,NA
454,150 Organisation Oesterreich,Installation / Commissioning,11,1000,NA,NA,NA
455,610 Organisation Polen,Breakdown,11,E11SE,Electric,101,Single
456,320 Organisation International,Breakdown,11,E11SE,Electric,101,Single
457,610 Organisation Polen,Breakdown,11,E11SH,Electric,101,Single
458,200 Organisation Deutschland,Breakdown,11,E11SH,Electric,101,Single
459,150 Organisation Oesterreich,Breakdown,11,E11SH,Electric,101,Single
460,150 Organisation Oesterreich,Breakdown,11,E11SH,Electric,101,Single
461,500 Organisation USA,Breakdown,11,E12SG,Electric,102,Single
462,500 Organisation USA,Breakdown,11,E12SG,Electric,102,Single
463,500 Organisation USA,Breakdown,11,E12SG,Electric,102,Single
464,500 Organisation USA,Breakdown,11,E12SG,Electric,102,Single
465,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
466,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
467,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
468,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
469,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
470,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
471,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
472,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
473,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
474,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
475,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
476,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
477,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
478,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
479,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
480,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
481,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
482,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
483,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
484,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
485,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
486,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
487,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
488,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
489,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
490,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
491,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
492,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
493,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
494,500 Organisation USA,Breakdown,11,E12SH,Electric,102,Single
495,500 Organisation USA,Breakdown,11,E12SI,Electric,102,Single
496,610 Organisation Polen,Breakdown,11,E22SH,Electric,202,Single
497,610 Organisation Polen,Breakdown,11,E61CD,Electric,61,NA
498,610 Organisation Polen,Breakdown,11,E61SE,Electric,61,Single
499,610 Organisation Polen,Breakdown,11,E61SG,Electric,61,Single
500,320 Organisation International,Inspection / Maintenance,11,E61SG,Electric,61,Single
501,320 Organisation International,Breakdown,11,E61SG,Electric,61,Single
502,320 Organisation International,Inspection / Maintenance,11,E61SG,Electric,61,Single
503,320 Organisation International,Breakdown,11,E61SG,Electric,61,Single
504,200 Organisation Deutschland,Breakdown,11,E61SG,Electric,61,Single
505,200 Organisation Deutschland,Breakdown,11,E61SH,Electric,61,Single
506,200 Organisation Deutschland,Breakdown,11,E61SH,Electric,61,Single
507,200 Organisation Deutschland,Breakdown,11,E61SH,Electric,61,Single
508,800 Organisation Canada,Breakdown,11,E61SH,Electric,61,Single
509,200 Organisation Deutschland,Breakdown,11,E61SH,Electric,61,Single
510,800 Organisation Canada,Breakdown,11,E61SH,Electric,61,Single
511,150 Organisation Oesterreich,Breakdown,11,E61SH,Electric,61,Single
512,150 Organisation Oesterreich,Breakdown,11,E61SH,Electric,61,Single
513,150 Organisation Oesterreich,Breakdown,11,E61SH,Electric,61,Single
514,500 Organisation USA,Breakdown,11,E62SG,Electric,62,Single
515,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
516,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
517,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
518,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
519,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
520,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
521,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
522,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
523,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
524,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
525,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
526,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
527,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
528,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
529,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
530,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
531,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
532,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
533,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
534,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
535,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
536,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
537,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
538,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
539,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
540,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
541,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
542,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
543,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
544,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
545,500 Organisation USA,Breakdown,11,E62SH,Electric,62,Single
546,610 Organisation Polen,Breakdown,11,G11MG,Gas,101,Mult
547,610 Organisation Polen,Breakdown,11,G11MH,Gas,101,Mult
548,200 Organisation Deutschland,Breakdown,11,G11SH,Gas,101,Single
549,610 Organisation Polen,Breakdown,11,G21CB,Gas,201,NA
550,200 Organisation Deutschland,Breakdown,11,G22SG,Gas,202,Single
551,610 Organisation Polen,Breakdown,11,G61MF,Gas,61,Mult
552,610 Organisation Polen,Breakdown,11,G61MF,Gas,61,Mult
553,610 Organisation Polen,Breakdown,11,G61SE,Gas,61,Single
554,610 Organisation Polen,Breakdown,11,G61SG,Gas,61,Single
555,610 Organisation Polen,Breakdown,11,G61SG,Gas,61,Single
556,610 Organisation Polen,Breakdown,10,E11CD,Electric,101,NA
557,610 Organisation Polen,Breakdown,10,E11SE,Electric,101,Single
558,150 Organisation Oesterreich,Breakdown,10,E11SH,Electric,101,Single
559,150 Organisation Oesterreich,Breakdown,10,E11SH,Electric,101,Single
560,150 Organisation Oesterreich,Breakdown,10,E11SH,Electric,101,Single
561,150 Organisation Oesterreich,Breakdown,10,E11SH,Electric,101,Single
562,150 Organisation Oesterreich,Breakdown,10,E11SH,Electric,101,Single
563,150 Organisation Oesterreich,Breakdown,10,E11SH,Electric,101,Single
564,150 Organisation Oesterreich,Breakdown,10,E11SH,Electric,101,Single
565,610 Organisation Polen,Breakdown,10,E12ME,Electric,102,Mult
566,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
567,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
568,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
569,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
570,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
571,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
572,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
573,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
574,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
575,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
576,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
577,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
578,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
579,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
580,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
581,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
582,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
583,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
584,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
585,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
586,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
587,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
588,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
589,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
590,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
591,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
592,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
593,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
594,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
595,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
596,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
597,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
598,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
599,500 Organisation USA,Breakdown,10,E12SH,Electric,102,Single
600,200 Organisation Deutschland,Breakdown,10,E21SH,Electric,201,Single
601,610 Organisation Polen,Breakdown,10,E61ME,Electric,61,Mult
602,610 Organisation Polen,Breakdown,10,E61SG,Electric,61,Single
603,610 Organisation Polen,Breakdown,10,E61SG,Electric,61,Single
604,400 Organisation UK,Breakdown,10,E61SG,Electric,61,Single
605,320 Organisation International,Inspection / Maintenance,10,E61SG,Electric,61,Single
606,320 Organisation International,Inspection / Maintenance,10,E61SG,Electric,61,Single
607,320 Organisation International,Inspection / Maintenance,10,E61SG,Electric,61,Single
608,200 Organisation Deutschland,Breakdown,10,E61SG,Electric,61,Single
609,610 Organisation Polen,Breakdown,10,E61SH,Electric,61,Single
610,200 Organisation Deutschland,Breakdown,10,E61SH,Electric,61,Single
611,200 Organisation Deutschland,Breakdown,10,E61SH,Electric,61,Single
612,200 Organisation Deutschland,Breakdown,10,E61SH,Electric,61,Single
613,200 Organisation Deutschland,Breakdown,10,E61SH,Electric,61,Single
614,610 Organisation Polen,Breakdown,10,E61SH,Electric,61,Single
615,320 Organisation International,Breakdown,10,E61SH,Electric,61,Single
616,150 Organisation Oesterreich,Breakdown,10,E61SH,Electric,61,Single
617,320 Organisation International,Breakdown,10,E61SH,Electric,61,Single
618,150 Organisation Oesterreich,Breakdown,10,E61SH,Electric,61,Single
619,150 Organisation Oesterreich,Breakdown,10,E61SH,Electric,61,Single
620,200 Organisation Deutschland,Breakdown,10,E61SH,Electric,61,Single
621,150 Organisation Oesterreich,Breakdown,10,E61SH,Electric,61,Single
622,500 Organisation USA,Breakdown,10,E62SG,Electric,62,Single
623,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
624,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
625,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
626,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
627,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
628,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
629,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
630,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
631,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
632,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
633,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
634,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
635,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
636,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
637,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
638,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
639,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
640,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
641,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
642,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
643,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
644,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
645,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
646,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
647,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
648,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
649,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
650,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
651,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
652,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
653,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
654,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
655,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
656,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
657,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
658,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
659,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
660,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
661,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
662,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
663,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
664,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
665,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
666,500 Organisation USA,Breakdown,10,E62SH,Electric,62,Single
667,610 Organisation Polen,Breakdown,10,G11MH,Gas,101,Mult
668,610 Organisation Polen,Breakdown,10,G11SE,Gas,101,Single
669,610 Organisation Polen,Breakdown,10,G12MD,Gas,102,Mult
670,610 Organisation Polen,Breakdown,10,G21SG,Gas,201,Single
671,200 Organisation Deutschland,Breakdown,10,G21SH,Gas,201,Single
672,200 Organisation Deutschland,Breakdown,10,G21SH,Gas,201,Single
673,610 Organisation Polen,Breakdown,10,G22MG,Gas,202,Mult
674,200 Organisation Deutschland,Breakdown,10,G22SH,Gas,202,Single
675,200 Organisation Deutschland,Breakdown,10,G22SH,Gas,202,Single
676,610 Organisation Polen,Breakdown,10,G61SG,Gas,61,Single
677,610 Organisation Polen,Breakdown,9,E11CC,Electric,101,NA
678,610 Organisation Polen,Breakdown,9,E11CC,Electric,101,NA
679,610 Organisation Polen,Breakdown,9,E11SE,Electric,101,Single
680,610 Organisation Polen,Breakdown,9,E11SH,Electric,101,Single
681,150 Organisation Oesterreich,Breakdown,9,E11SH,Electric,101,Single
682,150 Organisation Oesterreich,Breakdown,9,E11SH,Electric,101,Single
683,150 Organisation Oesterreich,Breakdown,9,E11SH,Electric,101,Single
684,150 Organisation Oesterreich,Breakdown,9,E11SH,Electric,101,Single
685,150 Organisation Oesterreich,Breakdown,9,E11SH,Electric,101,Single
686,150 Organisation Oesterreich,Breakdown,9,E11SH,Electric,101,Single
687,150 Organisation Oesterreich,Breakdown,9,E11SH,Electric,101,Single
688,150 Organisation Oesterreich,Breakdown,9,E11SH,Electric,101,Single
689,150 Organisation Oesterreich,Breakdown,9,E11SH,Electric,101,Single
690,500 Organisation USA,Breakdown,9,E12SG,Electric,102,Single
691,500 Organisation USA,Breakdown,9,E12SH,Electric,102,Single
692,500 Organisation USA,Breakdown,9,E12SH,Electric,102,Single
693,500 Organisation USA,Breakdown,9,E12SH,Electric,102,Single
694,500 Organisation USA,Breakdown,9,E12SH,Electric,102,Single
695,500 Organisation USA,Breakdown,9,E12SH,Electric,102,Single
