serial_number,average_time_between_service,avg_serv_costs,days_to_first_serv,installation_year,accessories,breakdown,inspection_maintenance,instruction,retrofit,transport_damages,welding,energy_type_electric,machine_size_102,machine_size_62,machine_size_61,machine_size_201,machine_size_202,machine_type_combi
1912,142,183.426,39,2015,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1913,184,432.223786,24,2015,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1914,50,55.86173479,50,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1915,481,83.25317916,481,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1916,0,300,0,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1917,0,300,0,2015,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1918,274,525.1833861,29,2015,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1919,515,72.17761772,515,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1920,271,536.6254463,208,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1921,271,536.6254463,208,2015,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1922,133,124.555,133,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1923,771,48.44281204,771,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1924,771,48.44281204,771,2015,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1925,472,47.48867079,472,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1926,224,208.715,224,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1927,471,92.98,471,2015,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1928,231,88.09864292,231,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1929,901,167.53,901,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1930,866,47.46701422,866,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1931,866,47.46701422,866,2016,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1932,217,224.025,217,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1933,231,56.58181672,231,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1934,175,427.855,175,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1935,140,30.93181697,140,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1936,866,47.46701422,866,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1937,866,47.46701422,866,2016,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1938,440,47.5830126,440,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1939,176,87.07333333,0,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1940,176,87.07333333,0,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1941,95,160.38,0,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1942,95,160.38,0,2017,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1943,95,181.244,0,2017,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1944,139,192,139,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1945,224,1178.49505,224,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1946,120,163.2773748,79,2015,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1947,511,769.0434022,278,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1948,276,932.8934926,102,2015,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1949,264,688.842625,345,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1950,718,95.45975495,718,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1951,367,518.7466667,0,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1952,367,518.7466667,0,2015,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1953,119,249.33,119,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1954,350,59.85722252,350,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1955,48,119.1133333,0,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1956,486,245.1121312,486,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1957,562,158.6867673,562,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1958,242,85.92,242,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1959,452,45.44620456,629,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1960,452,45.44620456,629,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1961,452,45.44620456,629,2016,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1962,0,146.4359785,0,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1963,24,228.4925,50,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1964,24,228.4925,50,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1965,24,228.4925,50,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1966,33,29.46606017,33,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1967,662,141.295,662,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1968,462,141.15,462,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1969,456,638.84902,191,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1970,456,638.84902,191,2015,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1971,0,44.6880568,0,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1972,255,154.78,255,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1973,308,48.95309035,747,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1974,308,48.95309035,747,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1975,308,48.95309035,747,2016,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1976,469,54.39047437,706,2015,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1977,346,302.635,346,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1978,314,66.74247531,684,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1979,314,66.74247531,684,2015,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1980,84,134.0925,142,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1981,780,63.58661297,780,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1982,155,534.7055442,61,2015,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1983,776,42.2441202,776,2016,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1984,56,157.357605,56,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1985,312,96.02937749,312,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1986,138,246.6756495,138,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1987,504,94.70278653,504,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1988,211,90.26382916,211,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1989,58,148.8274596,85,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1990,58,148.8274596,85,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1991,302,117.8551484,302,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1992,161,99.06107191,161,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1993,65,141.1077744,65,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1994,497,117.7950416,497,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1995,497,117.7950416,497,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1996,0,267.6060238,0,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1997,51,97.26721477,69,2017,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1998,350,46.91089614,350,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1999,145,213.0416667,0,2015,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2000,145,213.0416667,0,2015,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2001,510,180.725,510,2015,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2002,369,185.175,369,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2003,470,71.475,470,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2004,137,180.9652643,137,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2005,9,412.5755422,9,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2006,425,40.89123782,671,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2007,425,40.89123782,671,2016,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2008,1,187.85,1,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2009,8,228.255,8,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2010,79,264.595,79,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2011,374,216.8266667,722,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2012,246,106.7425078,135,2017,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2013,139,78.54833619,139,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2014,17,339.2133333,6,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2015,17,129,6,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2016,844,53.14822214,844,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2017,844,53.14822214,844,2016,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2018,56,123.96,36,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2019,76,359.5466667,6,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2020,218,72.11922537,218,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2021,140,108.025,140,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2022,23,23.09726975,23,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2023,121,474.0318173,113,2016,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2024,15,146.1666667,31,2018,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2025,15,146.1666667,31,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2026,10,121.4025,31,2018,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2027,255,280.6666667,151,2017,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2028,255,280.6666667,151,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2029,255,280.6666667,151,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2030,75,157,6,2017,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2031,6,55.785502,6,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2032,6,131,6,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2033,6,131,6,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2034,187,460.6558742,34,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2035,187,460.6558742,34,2016,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2036,145,326.2383333,0,2016,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2037,313,252.995,313,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2038,171,304.25,171,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2039,90,28.71057665,90,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2040,77,178.705,77,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2041,5,241.495,5,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2042,125,620,125,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2043,699,52.97688905,699,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2044,699,52.97688905,699,2016,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2045,0,216,0,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2046,676,36.10027853,676,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2047,676,36.10027853,676,2016,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2048,0,48.13151305,0,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2049,34,214.06,34,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2050,355,44.74628001,518,2016,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2051,0,175,0,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2052,290,99.2576529,290,2016,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2053,556,40.22361883,556,2016,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2054,196,38.41374133,71,2016,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2055,89,57.2176151,89,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2056,608,38.37500848,608,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2057,608,38.37500848,608,2016,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2058,596,120.0897735,596,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2059,620,100.8666131,620,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2060,162,159.125,0,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2061,162,159.125,0,2018,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2062,402,63.75,402,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2063,23,90.24,23,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2064,296,163.6133333,35,2018,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2065,280,148.835,280,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2066,277,236.4766667,0,2018,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2067,277,236.4766667,0,2018,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2068,294,98.89666667,587,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2069,25,132.4766667,36,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2070,270,264.3066667,0,2018,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2071,58,156.995,58,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2072,5,221.096,0,2017,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2073,5,221.096,0,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2074,215,59.01173094,0,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2075,215,59.01173094,0,2016,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2076,43,192.665,43,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2077,399,507.6779946,399,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2078,125,184.74574,125,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2079,125,184.74574,125,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2080,9,150.9269658,9,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2081,56,459.1701704,56,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2082,50,144.8467628,50,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2083,351,915.2628483,351,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2084,7,230.6541133,7,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2085,78,226.4757282,78,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2086,593,42.44912109,593,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2087,593,42.44912109,593,2016,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2088,28,93.06867342,25,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2089,82,217.4132391,2,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2090,113,230.4928868,113,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2091,8,108.038931,8,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2092,4,161.8039126,4,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2093,45,199.5497314,45,2018,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2094,0,80.7938691,0,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2095,501,102.5089906,501,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2096,82,121.7646832,3,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2097,82,121.7646832,3,2017,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2098,155,176.6928317,155,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2099,0,119.7336242,0,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2100,267,221.6029696,267,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2101,29,112.8388117,29,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2102,58,96.04107324,58,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2103,30,137.8007822,30,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2104,446,120.8208915,446,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2105,106,146.473243,106,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2106,204,95.70676707,204,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2107,203,149.8594861,203,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2108,46,141.4598479,46,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2109,15,213.34,15,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2110,183,450.6083719,183,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2111,183,495.4220566,183,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2112,71,279.2342312,71,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2113,364,342.009256,364,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2114,197,325.9976822,197,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2115,219,373.7521412,219,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2116,118,564.6859877,266,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2117,121,194.775,175,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2118,121,194.775,175,2017,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2119,182,230.3733333,175,2017,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2120,142,195.9533333,258,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2121,180,451.0066667,147,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2122,96,221.9453928,85,2017,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2123,35,470.507072,35,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2124,79,418.0316746,79,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2125,240,360.8598775,240,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2126,11,423.7211684,11,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2127,45,305.0090777,34,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2128,0,201.8634124,0,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2129,4,360.255696,4,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2130,216,322.8625126,216,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2131,30,203.9119726,30,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2132,135,509.9557377,57,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2133,116,549.2813132,327,2016,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2134,42,88.59418513,42,2016,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2135,472,252.5857554,472,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2136,9,256.25,9,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2137,9,326.5,9,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2138,451,36.08739367,451,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2139,451,36.08739367,451,2017,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2140,55,169.5532357,55,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2141,0,525.913269,0,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2142,126,138.354216,126,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2143,217,94.61806731,217,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2144,309,96.8609213,309,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2145,67,172.94,67,2017,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2146,51,197.0012219,51,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2147,314,146.5305008,314,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2148,378,213.615668,378,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2149,277,129.2027743,277,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2150,324,160.9548213,324,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2151,3,304.8769964,3,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2152,14,107.7260166,14,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2153,40,229.6871094,40,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2154,181,369.86,181,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2155,249,395.24,494,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2156,8,132.7401115,9,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2157,378,293.6061474,378,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2158,35,79.30943923,1,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2159,35,79.30943923,1,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2160,366,228.19,366,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2161,47,172.7520949,47,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2162,33,184.87516,33,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2163,234,305.7058877,299,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2164,234,305.7058877,299,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2165,306,181.5309076,306,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2166,341,154.4820357,341,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2167,323,93.50923218,323,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2168,174,96.00495328,174,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2169,139,129.6203571,139,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2170,19,126.1700758,19,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2171,31,148.0644858,31,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2172,44,678.5456752,44,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2173,287,192.4216465,287,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2174,120,107.2829267,120,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2175,199,297.7329389,199,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2176,287,162.5235391,287,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2177,67,121.5432352,131,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2178,131,156.8437741,131,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2179,144,130.8739799,144,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2180,32,105.6299684,32,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2181,42,136.0644409,42,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2182,155,121.4813238,155,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2183,45,161.8174356,45,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2184,169,518.4285841,169,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2185,1,191.9398182,1,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2186,12,225.3745911,12,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2187,174,89.92053493,174,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2188,64,93.25061886,64,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2189,7,128.5334507,7,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2190,14,341.6331871,3,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2191,42,202.3119145,42,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2192,14,220.1774552,14,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2193,159,250.3291102,270,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2194,159,250.3291102,270,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2195,319,324.3259984,319,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2196,78,512.7924009,78,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2197,216,155.2047096,216,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2198,224,434.1271541,224,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2199,213,391.412055,213,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2200,213,391.412055,213,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2201,203,240.8672706,203,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2202,14,116.2055825,14,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2203,306,437.0233408,306,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2204,35,159.8518882,35,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2205,21,177.7353863,21,2017,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2206,115,162.845,0,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2207,115,162.845,0,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2208,115,162.845,0,2017,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2209,172,193.5233333,0,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2210,172,193.5233333,0,2017,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2211,124,165.6825,28,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2212,172,206.0766667,0,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2213,172,206.0766667,0,2017,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2214,176,375.4217872,10,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2215,176,375.4217872,10,2017,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2216,87,215.158,0,2017,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2217,87,215.158,0,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2218,87,215.158,0,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2219,87,215.158,0,2017,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2220,87,244.792,0,2017,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2221,87,244.792,0,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2222,87,244.792,0,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2223,87,244.792,0,2017,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2224,313,217.93,313,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2225,183,157.0142751,183,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2226,105,162.7621536,105,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2227,16,171.9141749,16,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2228,208,192.8196209,208,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2229,127,205.1562601,21,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2230,127,205.1562601,21,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
