serial_number,average_time_between_service,avg_serv_costs,days_to_first_serv,installation_year,accessories,breakdown,inspection_maintenance,instruction,retrofit,transport_damages,welding,energy_type_electric,machine_size_102,machine_size_62,machine_size_61,machine_size_201,machine_size_202,machine_type_combi
2231,127,205.1562601,21,2017,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2232,190,243.1380201,21,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2233,190,243.1380201,21,2017,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2234,68,296.0914341,68,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2235,39,203.815028,39,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2236,49,169.32,49,2017,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2237,124,209.75,124,2017,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2238,124,209.75,124,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2239,124,209.75,124,2017,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2240,24,224.625,24,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2241,207,207.725,207,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2242,49,161.9801295,49,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2243,17,349.7381922,6,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2244,6,211.705546,6,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2245,62,203.9884669,62,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2246,59,305.508662,59,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2247,9,131.7288876,9,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2248,0,184.875,0,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2249,246,181.3779914,246,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2250,101,184.0511006,101,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2251,48,133.1731895,48,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2252,30,291.8884092,30,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2253,204,309.88,204,2017,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2254,204,309.88,204,2017,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2255,204,309.88,204,2017,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2256,0,169.971463,0,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2257,1,248.0130562,1,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2258,153,486.9499654,153,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2259,216,185.405,216,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2260,0,259.75,0,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2261,6,94.78536608,6,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2262,11,185.4043605,11,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2263,85,139.7637408,85,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2264,122,215.4233333,245,2017,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2265,122,215.4233333,245,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2266,2,136.4368471,2,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2267,0,217.2774046,0,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2268,71,188.2983007,71,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2269,6,94.78536608,6,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2270,0,177.5613578,0,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2271,99,202.344767,99,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2272,108,97.88435678,108,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2273,127,175.0007468,127,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2274,179,238.9572186,179,2017,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2275,10,67.5,10,2017,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2276,63,66.11323529,63,2018,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2277,8,181.4537517,8,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2278,60,592.5572027,60,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2279,50,181.7726072,50,2018,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2280,22,174.2335771,22,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2281,4,384.9556411,4,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2282,29,97.5,29,2018,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2283,30,265.96,30,2017,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2284,8,122.4833333,3,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2285,38,198.75,38,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2286,35,149.5,35,2018,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2287,37,220.325,37,2018,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2288,51,335.1108445,51,2015,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2289,64,335.9176823,120,2015,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2290,399,539.9665209,399,2015,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2291,65,453.6708797,85,2015,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2292,82,401.6141808,14,2015,0,0,0,1,0,0,0,1,0,1,0,0,0,0
2293,41,262.8345272,110,2015,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2294,71,245.2419217,10,2015,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2295,71,245.2419217,10,2015,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2296,126,838.9901743,324,2016,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2297,82,269.8000062,29,2015,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2298,113,443.1876462,101,2016,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2299,114,789.2466961,31,2016,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2300,325,911.8222649,156,2015,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2301,103,322.3823802,195,2015,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2302,204,383.8915898,43,2016,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2303,98,300.6511572,265,2016,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2304,87,486.4722255,73,2016,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2305,194,392.0353869,0,2016,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2306,98,335.4851295,66,2016,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2307,161,340.8681866,161,2016,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2308,36,608.7324624,36,2017,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2309,11,410.6351783,11,2017,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2310,0,159.1988196,0,2016,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2311,297,544.4644057,297,2016,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2312,156,337.9477409,120,2017,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2313,0,860.8345639,0,2017,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2314,361,508.370627,361,2017,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2315,133,740.2141583,133,2017,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2316,78,407.3565687,78,2018,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2317,240,485.8581166,240,2017,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2318,20,418.8219212,20,2018,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2319,49,545.3090422,49,2018,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2320,67,142.0114606,67,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2321,554,57.7545192,554,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2322,1106,39.45557301,1106,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2323,1106,39.45557301,1106,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2324,0,64.76386961,0,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2325,30,49.54066532,30,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2326,30,49.54066532,30,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2327,422,79.16477684,422,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2328,1277,219.25,1277,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2329,173,47.4396978,295,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2330,136,144.19,148,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2331,1087,37.2619982,1087,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2332,371,71.92868754,371,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2333,28,78.70433328,28,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2334,842,45.93933201,842,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2335,137,193.2133333,271,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2336,195,70.22416689,0,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2337,0,93.79104545,0,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2338,188,187.3775,404,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2339,328,142.8205093,634,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2340,491,228.5,491,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2341,196,64.37695988,196,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2342,497,55.81443382,497,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2343,497,55.81443382,497,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2344,497,55.81443382,497,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2345,377,58.77117715,377,2015,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2346,344,20.48155625,344,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2347,0,144.2016614,0,2016,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2348,89,70.21439229,83,2018,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2349,4,301.36,4,2015,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2350,270,450.015,270,2015,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2351,45,139.3865864,45,2015,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2352,942,58.39374694,942,2015,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2353,388,72.57359174,388,2015,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2354,263,82.5609809,425,2015,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2355,11,42.48949475,11,2016,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2356,588,35.79976845,588,2015,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2357,0,48.47354799,0,2015,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2358,193,49.18632264,193,2015,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2359,193,60.86667502,193,2015,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2360,638,46.005,638,2016,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2361,636,40.545,636,2016,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2362,842,45.60047993,842,2015,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2363,372,50.36546037,0,2016,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2364,372,50.36546037,0,2016,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2365,0,355.8613688,0,2018,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2366,222,177.7004045,7,2016,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2367,343,995.1102865,343,2017,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2368,13,328.5109803,13,2017,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2369,10,572.2797001,10,2018,0,1,0,0,0,0,0,0,0,1,0,0,0,0
